	id	session	note.quality	food.present	no.intx.yes.no	tbl.lion.hyena.sessions.notes	session.error.notes	hy.id	time	order	behavior	target	distance	leader	food	tbl.lion.hyena.individual.behaviors.notes	clan	location	date	start	stop	plate	spratio	diagnosis	age	hum.pop.den	sample	kay.code	dart.date	sample.origin	notes.appearance	dart.year
52	7139	t2058	2	TRUE	FALSE	3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.	sd is sdy in notes. mu is mutt in notes. gan not present.	ua	6:59:00	1	dist	NA	5-15	FALSE	NA	NA	talek	k	4/8/92	6:36:00	8:00:00	plate3	0.71	positive	adult	low	3770	36	6/26/94	blood	"says \junk p\"" on tube"""	1994
53	7140	t2058	2	TRUE	FALSE	3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.	sd is sdy in notes. mu is mutt in notes. gan not present.	fn	6:59:00	1	dist	NA	5-15	FALSE	NA	NA	talek	k	4/8/92	6:36:00	8:00:00	plate4	0.59	positive	adult	low	7322	52	7/11/91	blood	NA	1991
54	7141	t2058	2	TRUE	FALSE	3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.	sd is sdy in notes. mu is mutt in notes. gan not present.	chy	6:59:00	1	dist	NA	5-15	FALSE	NA	NA	talek	k	4/8/92	6:36:00	8:00:00	plate3	0.39	negative	adult	low	3873	26	11/29/91	blood	NA	1991
55	7143	t2058	2	TRUE	FALSE	3 young female lions topi kill. 2 young male lions here as well. lions fd at beginning. topi kill. age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.	sd is sdy in notes. mu is mutt in notes. gan not present.	pp	6:59:00	1	dist	NA	5-15	FALSE	NA	NA	talek	k	4/8/92	6:36:00	8:00:00	plate5	0.45	doubtful	subadult	low	4375	51	7/11/91	blood	NA	1991
56	7105	t2169	2	FALSE	FALSE	fas on quai 0645-0740. combies here disturbing hyenas. don<U+2019>t know age or sex of second lion.	quai is quail and bsh is brsh in notes.	dj	6:58:00	1	dist	NA	15-20	FALSE	NA	NA	talek	o	5/31/92	6:45:00	7:40:00	plate3	0.59	positive	adult	low	5745	30	1/19/91	blood	pink	1991
57	8563	t269	2	FALSE	FALSE	2 lions by shl	missing 67sm form hyena list	mw	7:19:00	1	dist	NA	40-50	FALSE	NA	"\milling around lions\"""""	talek	o	12/20/88	6:32:00	7:19:00	plate3	0.88	positive	adult	low	3795	40	3/4/91	blood	NA	1991
58	8564	t269	2	FALSE	FALSE	2 lions by shl	missing 67sm form hyena list	mrb	7:19:00	1	dist	NA	40-50	FALSE	NA	"\milling around lions\"""""	talek	o	12/20/88	6:32:00	7:19:00	plate3	1.09	positive	adult	low	5003	24	12/22/90	blood	NA	1990
59	8565	t269	2	FALSE	FALSE	2 lions by shl	missing 67sm form hyena list	gw	7:19:00	1	dist	NA	40-50	FALSE	NA	"\milling around lions\"""""	talek	o	12/20/88	6:32:00	7:19:00	plate3	0.82	positive	adult	low	3872	23	12/22/90	blood	NA	1990
60	3322	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	ind	7:42:00	1	scan	NA	14-16	FALSE	NA	NA	talek	k	6/26/01	6:54:00	8:27:00	plate5	0.07	negative	cub	low	4671	271	10/4/99	blood	edta	1999
61	3323	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	mig	7:42:00	1	scan	NA	14-16	FALSE	NA	NA	talek	k	6/26/01	6:54:00	8:27:00	plate3	0.81	positive	adult	low	13591	126	9/20/94	blood	clear; appears empty	1994
62	3325	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	bp	7:42:00	1	fds on bone scrap	NA	15-35	FALSE	gnu carcass bone scrap	scan	talek	k	6/26/01	6:54:00	8:27:00	plate3	0.65	positive	adult	low	5682	178	7/15/97	blood	edta; pink; frozen on side	1997
63	3326	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	bos	7:42:00	1	scan	NA	5-35	FALSE	NA	NA	talek	k	6/26/01	6:54:00	8:27:00	plate3	0.64	positive	adult	low	7446	183	1/22/97	blood	"\min0\"""""	1997
64	3327	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	vgs	7:42:00	1	scan	NA	5-35	FALSE	NA	NA	talek	k	6/26/01	6:54:00	8:27:00	plate3	0.58	positive	adult	low	5996	225	3/5/99	blood	edta;min1	1999
65	3328	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	mali	7:42:00	1	fds on leg	NA	15-45	FALSE	NA	scan	talek	k	6/26/01	6:54:00	8:27:00	plate4	0.17	negative	cub	low	5470	213	7/4/97	blood	NA	1997
66	3329	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	nav	7:42:00	1	fds on leg	NA	15-45	FALSE	NA	scan	talek	k	6/26/01	6:54:00	8:27:00	plate4	0.12	negative	cub	low	7392	100	7/21/93	blood	NA	1993
67	3375	t28037	3	TRUE	FALSE	"crazy session, clan war with fig t. and then later border patrol. 2 sets of notes. lions fd on adult gnu. jackals around. a few cis missed. lions looking bad (patches on their skin)"	"only 3 lions (2 subadult males, 1 adult female)"	nav	7:57:00	1	scan	NA	10-70	FALSE	NA	"scan - bos 30m-lions, nav 40 m-bos"	talek	k	6/26/01	6:54:00	8:27:00	plate4	0.12	negative	cub	low	7392	100	7/21/93	blood	NA	1993
68	6908	t28354	2	TRUE	FALSE	"kill is not visible lions may have dragged into bushes, not stated how many lions are present gender stated once female. lions are present at the beginning. hyena with scrap only mentioned once."	NA	ali	6:34:00	1	flw	"wr,amar"	90-110	FALSE	NA	NA	talek	k	7/24/01	6:22:00	7:17:00	plate5	0.41	doubtful	subadult	low	5317	253	4/26/99	blood	NA	1999
69	6909	t28354	2	TRUE	FALSE	"kill is not visible lions may have dragged into bushes, not stated how many lions are present gender stated once female. lions are present at the beginning. hyena with scrap only mentioned once."	NA	zim	6:34:00	1	flw	"wr,amar,ali"	80-120	FALSE	NA	NA	talek	k	7/24/01	6:22:00	7:17:00	plate5	0.51	positive	cub	low	4046	283	11/7/99	blood	NA	1999
70	6911	t28354	2	TRUE	FALSE	"kill is not visible lions may have dragged into bushes, not stated how many lions are present gender stated once female. lions are present at the beginning. hyena with scrap only mentioned once."	NA	coo	6:34:00	1	flw	"wr,amar,ali"	80-120	FALSE	NA	NA	talek	k	7/24/01	6:22:00	7:17:00	plate5	0.1	negative	cub	low	4660	272	9/12/99	blood	NA	1999
71	6912	t28354	2	TRUE	FALSE	"kill is not visible lions may have dragged into bushes, not stated how many lions are present gender stated once female. lions are present at the beginning. hyena with scrap only mentioned once."	NA	mer	6:34:00	1	flw	gui	65-135	FALSE	NA	NA	talek	k	7/24/01	6:22:00	7:17:00	plate3	0.66	positive	adult	low	5395	240	8/1/99	blood	frozen on side	1999
72	2673	t29177	3	TRUE	FALSE	"zebra kill site, head, skin, rib cage, legs left. lions already feeding. no hyenas are bloody. incomplete cis."	bos missing	csn	8:16:00	2	dist	NA	45-55	FALSE	NA	NA	talek	k	9/20/01	7:56:00	9:01:00	plate4	1.04	positive	cub	low	5401	249	1/29/99	blood	frozen on side	1999
73	9489	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	ath	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate5	0.58	positive	cub	low	5313	286	11/26/99	blood	NA	1999
74	9491	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	bos	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate3	0.64	positive	adult	low	7446	183	1/22/97	blood	"\min0\"""""	1997
75	9492	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	bp	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate3	0.65	positive	adult	low	5682	178	7/15/97	blood	edta; pink; frozen on side	1997
76	9493	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	cpa	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate4	0.64	positive	cub	low	4616	262	7/4/99	blood	NA	1999
77	9494	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	cr	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate4	0.83	positive	cub	low	13587	108	5/24/94	blood	cream; normal	1994
78	9495	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	foz	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate5	0.66	positive	subadult	low	4588	265	8/19/99	blood	NA	1999
79	9496	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	ger	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate5	0.16	negative	cub	low	6136	82	7/12/93	blood	frozen on side	1993
80	9497	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	her	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate4	0.1	negative	cub	low	5344	258	8/11/99	blood	NA	1999
81	9498	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	hg	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate4	0.56	positive	adult	low	5695	991	8/17/99	blood	edta	1999
82	9500	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	ldv	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate5	0.9	positive	subadult	low	4115	237	3/7/99	blood	NA	1999
83	9501	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	mali	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate4	0.17	negative	cub	low	5470	213	7/4/97	blood	NA	1997
84	9504	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	mrph	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate4	0.57	positive	cub	low	6592	197	6/7/97	blood	NA	1997
85	9507	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	sein	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate3	0.86	positive	adult	low	7452	181	7/16/97	blood	edta	1997
86	9508	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	vgs	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate3	0.58	positive	adult	low	5996	225	3/5/99	blood	edta;min1	1999
87	9509	t29936	2	FALSE	FALSE	"incomplete cis due to bsuhes, at least 3 lions. all hyenas moving in and out of slp creek."	NA	whh	6:55:00	1	dist	NA	1-30	FALSE	NA	"\all hyenas within 30 m of lions\"""""	talek	o	11/17/01	6:42:00	7:07:00	plate5	0.36	negative	subadult	low	5392	248	2/22/99	blood	edta	1999
88	2852	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	bp	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate3	0.65	positive	adult	low	5682	178	7/15/97	blood	edta; pink; frozen on side	1997
89	2853	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	cpa	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate4	0.64	positive	cub	low	4616	262	7/4/99	blood	NA	1999
90	2854	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	foz	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate5	0.66	positive	subadult	low	4588	265	8/19/99	blood	NA	1999
91	2855	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	hg	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate4	0.56	positive	adult	low	5695	991	8/17/99	blood	edta	1999
92	2856	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	ldv	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate5	0.9	positive	subadult	low	4115	237	3/7/99	blood	NA	1999
93	2859	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	mrph	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate4	0.57	positive	cub	low	6592	197	6/7/97	blood	NA	1997
94	2861	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	vgs	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate3	0.58	positive	adult	low	5996	225	3/5/99	blood	edta;min1	1999
95	2862	t29940	3	TRUE	FALSE	lionesses fd on fresh adult gnu kill	NA	whh	8:12:00	1	scan	NA	15-50	FALSE	NA	NA	talek	k	11/17/01	7:53:00	8:13:00	plate5	0.36	negative	subadult	low	5392	248	2/22/99	blood	edta	1999
96	4669	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	mrph	19:17:00	2	dist	NA	9-11	FALSE	NA	NA	talek	k	12/1/01	18:45:00	19:31:00	plate4	0.57	positive	cub	low	6592	197	6/7/97	blood	NA	1997
97	4671	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	ali	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.41	doubtful	subadult	low	5317	253	4/26/99	blood	NA	1999
98	4672	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	ath	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.58	positive	cub	low	5313	286	11/26/99	blood	NA	1999
99	4673	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	bos	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate3	0.64	positive	adult	low	7446	183	1/22/97	blood	"\min0\"""""	1997
100	4674	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	bp	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate3	0.65	positive	adult	low	5682	178	7/15/97	blood	edta; pink; frozen on side	1997
101	4675	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	cam	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.07	negative	cub	low	4652	275	9/21/99	blood	NA	1999
102	4678	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	csn	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate4	1.04	positive	cub	low	5401	249	1/29/99	blood	frozen on side	1999
103	4679	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	foz	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.66	positive	subadult	low	4588	265	8/19/99	blood	NA	1999
104	4680	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	ger	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.16	negative	cub	low	6136	82	7/12/93	blood	frozen on side	1993
105	4681	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	hg	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate4	0.56	positive	adult	low	5695	991	8/17/99	blood	edta	1999
106	4683	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	ldv	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.9	positive	subadult	low	4115	237	3/7/99	blood	NA	1999
107	4685	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	mali	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate4	0.17	negative	cub	low	5470	213	7/4/97	blood	NA	1997
108	4686	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	mrph	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate4	0.57	positive	cub	low	6592	197	6/7/97	blood	NA	1997
109	4687	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	nav	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate4	0.12	negative	cub	low	7392	100	7/21/93	blood	NA	1993
110	4689	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	vgs	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate3	0.58	positive	adult	low	5996	225	3/5/99	blood	edta;min1	1999
111	4690	t30255	2	TRUE	FALSE	"clan war with fig tree hyenas were more interested in clan war than lions from 1907-1915, incomlete cis due to darkness. not stated what type of carcass, only that it is fresh"	whh not whi. context is k	whh	19:23:00	1	dist	NA	>30	FALSE	NA	lions fd	talek	k	12/1/01	18:45:00	19:31:00	plate5	0.36	negative	subadult	low	5392	248	2/22/99	blood	edta	1999
112	11267	t31094	2	TRUE	FALSE	"incomplete cis due to darkness and many hyenas.  fresh adult topi kill. appears to be killed by hyenas and stolen by lions. hyenas bloody. 1 subadult male, 4 lionesses. hyenas and lions play tug-of-war w/ carcass, very exciting!"	missing bp from list. kdy not present assumed nxn/kdy is nxn. 1 of the lions is a subadult male and the other 4 are adult females.	mali	20:37:00	1	dist	NA	0-5	FALSE	NA	lion lunges at mali	talek	k	2/11/02	19:43:00	20:39:00	plate4	0.17	negative	cub	low	5470	213	7/4/97	blood	NA	1997
113	7701	t31229	2	TRUE	FALSE	incomplete cis from 0737-0745 due to many hyenas scattered. 2 separate scenes? fresh adult gnu kill. at one scene unknown number/sex/age of lions and unknown kill. lions dominate kill. no hyenas bloody	"missing al from hyena list. there are four unknown lions, 1 unknown-age male lion, and 2 adult female lions."	ath	8:38:00	2	scan	NA	19-21	FALSE	NA	NA	talek	k	2/18/02	7:37:00	8:38:00	plate5	0.58	positive	cub	low	5313	286	11/26/99	blood	NA	1999
114	9848	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	sy	7:35:00	2	dist	NA	7-8	FALSE	NA	NA	talek	k	9/19/92	6:58:00	8:07:00	plate3	0.47	doubtful	adult	low	4989	21	12/19/90	blood	frozen on side	1990
115	9856	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	sx	7:42:00	2	dist	NA	5-10	FALSE	NA	only hyena not brt	talek	k	9/19/92	6:58:00	8:07:00	plate5	0.76	positive	subadult	low	3977	29	12/28/90	blood	p frozen on side of tube	1990
116	9857	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	bsh	7:42:00	2	dist	NA	5-10	FALSE	NA	NA	talek	k	9/19/92	6:58:00	8:07:00	plate3	1.05	positive	adult	low	6879	27	5/2/94	blood	NA	1994
117	9858	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	coch	7:42:00	2	dist	NA	5-10	FALSE	NA	NA	talek	k	9/19/92	6:58:00	8:07:00	plate3	1.08	positive	adult	low	5009	25	12/15/93	blood	NA	1993
118	9859	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	dj	7:42:00	2	dist	NA	5-10	FALSE	NA	NA	talek	k	9/19/92	6:58:00	8:07:00	plate3	0.59	positive	adult	low	5745	30	1/19/91	blood	pink	1991
119	9860	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	en	7:42:00	2	dist	NA	5-10	FALSE	NA	NA	talek	k	9/19/92	6:58:00	8:07:00	plate3	0.72	positive	adult	low	5236	47	7/6/91	blood	tube says 7/7/91	1991
120	10692	t3148	2	TRUE	FALSE	fas on sy 0720-0731.  old wildabeest leg ( still a little pink). wildabeest kill e side of jh. fas on sy 0742-0749. hyenas don<U+2019>t get that much food but more than scraps.	"bsh is brsh, quai is quail and mu is mutt in notes. missing from ids:"	sy	7:42:00	2	dist	NA	5-10	FALSE	NA	NA	talek	k	9/19/92	6:58:00	8:07:00	plate3	0.47	doubtful	adult	low	4989	21	12/19/90	blood	frozen on side	1990
121	1969	t31592	3	TRUE	FALSE	lions fd on scraps. both lions and hyenas have scraps.	NA	vgs	7:35:00	1	scan	NA	3-7	FALSE	NA	NA	talek	k	3/4/02	7:21:00	7:47:00	plate3	0.58	positive	adult	low	5996	225	3/5/99	blood	edta;min1	1999
122	3182	t31786	3	TRUE	FALSE	fresh topi skull and some scraps. mali fd at beginning of session	NA	mig	7:01:00	2	dist	NA	75-125	FALSE	NA	scan	talek	k	3/18/02	6:35:00	7:15:00	plate3	0.81	positive	adult	low	13591	126	9/20/94	blood	clear; appears empty	1994
123	35	t3586	3	TRUE	FALSE	hyena (lg) kills m tommie in previous sess (oddly sess #5043).now hys moved up a hill w/remaining parts of kill (seems to be just skin left). a m ln is some few hundred m away @ st when obs reach top of hill. 1 arriving hy fat. sess in nb 28v.1	"fa should be incl in ids present (end of 0737), making the n id hyenas 9. quai's abbreviation is incorrectly written as \qua\"" in the notes. the male lion's age is never mentioned, so it should be changed to \""unknown\"""""	jab	7:23:00	4	dist	NA	10+	FALSE	NA	in back of group	talek	k	1/9/93	7:17:00	8:05:00	plate5	0.82	positive	cub	low	12138	96	12/8/92	blood	cream; normal	1992
124	6053	t36660	2	TRUE	FALSE	"big male impala kill. skull left, skin intact, part of spine and rib cage left. hyenas are fat and bloody. kill is in tall graas so sometimes hard to see what part of kill hyenas are feeding on. lion is only said to be sub-adult, don<U+2019>t know sex."	NA	mrph	19:32:00	3	dist	NA	15-35	FALSE	NA	NA	talek	k	12/12/02	19:04:00	19:34:00	plate4	0.57	positive	cub	low	6592	197	6/7/97	blood	NA	1997
