"","plate","spratio","diagnosis","hum.pop.den","sample","kay.code","hy.id","dart.date","sample.origin","notes.appearance","dart.year","dob.date","dob.event.data","disappear.date","disappear.event.status","disappear.event.data","sex","status","mom","dad","number.littermates","litrank","rank.dart","stan.rank.dart","toxo.status.x","age.mon.dart","dob.yr","age.cat.dart","hum.dist.dob","start.date","stop.date","lh.sessions","lh.sessions.pres","ratio.sessions.present","lh.intx","lh.intx.pres","ratio.intx.present","ratio.intx.sessions.present","toxo.status.y","id.reps.lion","min.dist.lion","max.dist.lion","avg.min.dist.lion","avg.dist.age.stndrzd","age.mon.lion","age.cat.lion.first","age.cat.lion.last","mode.age.cat.lion","diagnosis.time.first","diagnosis.time.fin","mode.fd.pres","avg.stan.rank"
"68","plate3",0.86,"positive","low",7452,"181","sein",1997-07-16,"blood","edta",1997,1995-03-22,"talek",2002-02-25,"dls","humans (masai?)","f","r","bsh","rcn","1","2",2,0.928571428571429,"1",27.8,1995,"adult","low",1997-07-16,2002-02-25,178,38,0.213483146067416,98,12,0.122448979591837,0.0674157303370786,"1",11,1,100,26.64,0.05,54.48,"adult","adult","adult","after","after","TRUE",0.79
"69","plate3",0.64,"positive","low",7446,"183","bos",1997-01-22,"blood","""min0""",1997,NA,"talek",2002-06-28,"dls","fate unknown","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1997-01-22,2002-06-28,214,49,0.228971962616822,120,20,0.166666666666667,0.0934579439252336,"1",10,1,50,23.7,-0.06,NA,"adult","adult","adult","after","after","TRUE",NA
"70","plate3",0.95,"positive","low",7451,"189","chic",1997-11-06,"blood","""min1""",1997,NA,"talek",NA,NA,NA,"m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1997-11-06,1998-04-09,11,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","plate3",0.86,"positive","low",7511,"19","q",1990-12-05,"blood","color pink",1990,1988-10-29,"talek",NA,NA,NA,"m","r","bsh",NA,"0","1",NA,NA,"1",25.2,1988,"adult","low",1990-12-05,1991-07-28,28,5,0.178571428571429,21,1,0.0476190476190476,0.0357142857142857,"1",3,8,20,12.33,-0.47,31.77,"adult","adult","adult","after","after","TRUE",NA
"72","plate3",0.47,"doubtful","low",4989,"21","sy",1990-12-19,"blood","frozen on side",1990,NA,"talek",1997-02-12,"dls","fate unknown","m","i",NA,NA,NA,NA,NA,NA,"0",NA,NA,"adult",NA,1989-09-17,1990-12-19,33,10,0.303030303030303,19,3,0.157894736842105,0.0909090909090909,"0",2,20,40,30,0.17,NA,"adult","adult","adult","before","before","FALSE",NA
"73","plate3",0.71,"positive","low",4361,"221","bm",1997-07-27,"blood","frozen on side; min1",1997,1989-07-17,"talek",1999-08-18,"dls","fate unknown","f","r","23s",NA,"1","2",27,-0.857142857142857,"1",96.3,1989,"adult","low",1997-07-27,2000-10-11,124,1,0.00806451612903226,66,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","plate3",0.58,"positive","low",5996,"225","vgs",1999-03-05,"blood","edta;min1",1999,NA,"talek",2005-12-14,"dead","snakebite?","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1999-03-05,2006-01-25,250,64,0.256,150,24,0.16,0.096,"1",21,1,100,28.05,0.1,NA,"adult","adult","adult","after","after","TRUE",NA
"75","plate3",0.77,"positive","low",6023,"227","exc",1999-02-03,"blood","edta",1999,NA,"talek",2000-09-29,"dead","unknown","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1999-02-03,2000-10-11,72,19,0.263888888888889,40,5,0.125,0.0694444444444444,"1",2,8,45,26.5,0.04,NA,"adult","adult","adult","after","after","FALSE",NA
"76","plate3",0.82,"positive","low",3872,"23","gw",1990-12-22,"blood",NA,1990,1978-01-01,"talek",1995-12-12,"dls","inferred dead","f","r",NA,NA,NA,NA,11,0,"1",155.7,1978,"adult","low",1990-12-22,1995-12-12,191,12,0.06282722513089,119,4,0.0336134453781513,0.0209424083769634,"1",3,3,15,9,-0.6,183.27,"adult","adult","adult","after","after","TRUE",-0.01
"77","plate3",1.09,"positive","low",5003,"24","mrb",1990-12-22,"blood",NA,1990,NA,"talek",1992-06-01,"dead","hyenas","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1990-12-22,1992-06-01,81,15,0.185185185185185,64,10,0.15625,0.123456790123457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","plate3",0.66,"positive","low",5395,"240","mer",1999-08-01,"blood","frozen on side",1999,NA,"talek",2004-09-21,"dls","fate unknown","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1999-08-01,2004-09-21,167,18,0.107784431137725,97,6,0.0618556701030928,0.0359281437125748,"1",3,20,75,45,0.72,NA,"adult","adult","adult","after","after","TRUE",NA
"79","plate3",1.08,"positive","low",5009,"25","coch",1993-12-15,"blood",NA,1993,1985-02-01,"talek",1995-09-02,"dead","lions","f","r",NA,NA,NA,NA,5,0.6,"1",106.4,1985,"adult","low",1993-12-15,1995-09-03,44,7,0.159090909090909,22,2,0.0909090909090909,0.0454545454545455,"1",4,5,100,46.25,0.76,111.7,"adult","adult","adult","after","after","FALSE",0.48
"80","plate3",0.39,"negative","low",3873,"26","chy",1991-11-29,"blood",NA,1991,1989-10-14,"talek",1997-03-05,"dls",NA,"m","r","coch",NA,"1","2",NA,NA,"0",25.5,1989,"adult","low",1990-04-25,1991-11-29,66,7,0.106060606060606,48,3,0.0625,0.0454545454545455,"0",1,8,8,8,-0.63,20.9,"subadult","subadult","subadult","before","before","TRUE",NA
"81","plate3",0.73,"positive","low",4598,"269a","dub",1999-10-19,"blood","edta",1999,NA,"talek",2016-06-05,"dead","lions","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1999-10-19,2016-06-04,483,27,0.0559006211180124,287,11,0.0383275261324042,0.0227743271221532,"1",5,1,60,26.8,0.05,NA,"adult","adult","adult","after","after","TRUE",NA
"82","plate3",1.05,"positive","low",6879,"27","bsh",1994-05-02,"blood",NA,1994,1983-01-01,"talek",1999-05-29,"dead","kidney failure","f","r","kb",NA,NA,NA,1,1,"1",136,1983,"adult","low",1994-05-02,1999-05-29,182,27,0.148351648351648,87,5,0.0574712643678161,0.0274725274725275,"1",10,6,100,30.1,0.17,174.05,"adult","adult","adult","after","after","TRUE",1
"83","plate3",0.54,"positive","low",3836,"28","quai",1990-12-28,"blood",NA,1990,NA,"talek",1993-06-21,"dls","fate unknown","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1990-12-28,1993-06-21,124,33,0.266129032258065,88,14,0.159090909090909,0.112903225806452,"1",9,1,30,12.56,-0.47,NA,"adult","adult","adult","after","after","TRUE",NA
"84","plate3",0.59,"positive","low",5745,"30","dj",1991-01-19,"blood","pink",1991,1985-11-15,"talek",1996-10-27,"dls","lions","f","r","n2",NA,NA,NA,3,0.8,"1",62.1,1985,"adult","low",1991-01-19,1996-10-27,226,62,0.274336283185841,129,27,0.209302325581395,0.119469026548673,"1",15,1,100,20.8,-0.16,98.77,"adult","adult","adult","after","after","TRUE",0.58
"85","plate3",0.7,"positive","low",4557,"33","ap",1991-01-21,"blood",NA,1991,1988-06-15,"talek",NA,NA,NA,"m","r","coch",NA,"0","1",NA,NA,"1",31.2,1988,"adult","low",1991-01-21,1991-03-11,4,0,0,4,0,0,0,"1",1,15,15,15,-0.38,59,"adult","adult","adult","after","after","TRUE",NA
"86","plate3",0.71,"positive","low",3770,"36","ua",1994-06-26,"blood","says ""junk p"" on tube",1994,1987-03-01,"talek",2001-05-05,"dls","lions","f","r","79",NA,"0","1",11,0.130434782608696,"1",87.8,1987,"adult","low",1994-06-26,2001-05-05,240,32,0.133333333333333,119,8,0.0672268907563025,0.0333333333333333,"1",8,1,40,13.12,-0.45,125.89,"adult","adult","adult","after","after","TRUE",-0.31
"87","plate3",0.82,"positive","low",5762,"38","23s",1991-02-25,"blood","pink",1991,1983-06-01,"talek",1995-03-25,"dls","lions","f","r","27",NA,NA,NA,15,-0.4,"1",92.8,1983,"adult","low",1991-02-25,1995-03-25,163,25,0.153374233128834,100,9,0.09,0.0552147239263804,"1",4,5,100,41.25,0.58,109.42,"adult","adult","adult","after","after","FALSE",-0.37
"88","plate3",0.59,"positive","low",4368,"39","kb",1991-02-28,"blood","pink",1991,1978-01-01,"talek",1995-06-23,"dls","inferred dead","f","r",NA,NA,NA,NA,2,0.9,"1",157.9,1978,"adult","low",1991-02-28,1995-06-23,168,24,0.142857142857143,104,10,0.0961538461538462,0.0595238095238095,"1",4,3,30,19.5,-0.21,171.6,"adult","adult","adult","after","after","TRUE",0.84
"89","plate3",0.88,"positive","low",3795,"40","mw",1991-03-04,"blood",NA,1991,1987-05-01,"talek",1991-11-15,"dead","unknown","f","r","03",NA,"0","1",4,0.7,"1",46.1,1987,"adult","low",1991-03-04,1991-11-15,36,5,0.138888888888889,27,3,0.111111111111111,0.0833333333333333,"1",2,2,3,2.5,-0.83,50.2,"adult","adult","adult","after","after","TRUE",0.7
"90","plate3",0.72,"positive","low",5236,"47","en",1991-07-06,"blood","tube says 7/7/91",1991,NA,"talek",NA,NA,NA,"m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1991-07-06,1994-08-25,139,15,0.107913669064748,90,6,0.0666666666666667,0.0431654676258993,"1",3,3,7.5,5.17,-0.74,NA,"adult","adult","adult","after","after","TRUE",NA
"91","plate4",0.59,"positive","low",7322,"52","fn",1991-07-11,"blood",NA,1991,NA,"talek",1999-06-24,"dls","fate unknown","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1991-07-11,1999-06-24,317,65,0.205047318611987,175,22,0.125714285714286,0.0694006309148265,"1",12,1,100,29.67,0.16,NA,"adult","adult","adult","after","after","TRUE",NA
"92","plate4",0.85,"positive","low",7299,"55","lg",1994-06-28,"blood","color red",1994,1982-06-01,"talek",1999-04-16,"dls","inferred dead","f","r","11",NA,NA,NA,23,-0.91304347826087,"1",144.9,1982,"adult","low",1994-06-28,1999-04-16,166,22,0.132530120481928,76,7,0.0921052631578947,0.0421686746987952,"1",5,1,60,27.4,0.08,172.46,"adult","adult","adult","after","after","TRUE",-0.83
"93","plate4",0.55,"positive","low",4335,"61","es",1991-08-22,"blood",NA,1991,1984-06-01,"talek",1996-05-07,"dls","inferred dead","f","r","11",NA,NA,NA,17,-0.6,"1",86.7,1984,"adult","low",1991-08-22,1996-05-07,177,12,0.0677966101694915,101,5,0.0495049504950495,0.0282485875706215,"1",3,7.5,100,42.5,0.63,108.53,"adult","adult","adult","after","after","FALSE",-0.71
"94","plate4",0.64,"positive","low",7475,"66","pb",1991-09-16,"blood",NA,1991,1987-11-01,"talek",1995-11-05,"dls","unknown","m","r","bsh","46","0","1",NA,NA,"1",46.5,1987,"adult","low",1991-09-16,1990-12-16,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","plate4",0.45,"doubtful","low",4116,"79","zip",1992-04-11,"blood","sample reads ""5/11/92"" but excel has ""4/11/92"" as the date",1992,NA,"talek",1994-04-21,"dls","fate unknown","m","i",NA,NA,NA,NA,NA,NA,"0",NA,NA,"adult",NA,1989-11-27,1992-04-11,99,12,0.121212121212121,73,8,0.10958904109589,0.0808080808080808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","plate4",0.81,"positive","low",4369,"9","hol",1992-10-25,"blood",NA,1992,NA,"talek",1993-03-30,"dead","lions","m","i",NA,NA,NA,NA,NA,NA,"1",NA,NA,"adult",NA,1992-10-25,1993-03-29,21,2,0.0952380952380952,13,1,0.0769230769230769,0.0476190476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","plate4",0.47,"doubtful","low",4860,"90","gan",1992-06-07,"blood",NA,1992,1988-10-30,"talek",1994-08-02,"dls","inferred dead","f","r","es",NA,"1","2",18,-0.888888888888889,"0",43.2,1988,"adult","low",1989-06-07,1992-06-07,116,7,0.0603448275862069,84,4,0.0476190476190476,0.0344827586206897,"0",2,5.5,40,22.75,-0.09,37.9,"adult","adult","adult","before","before","FALSE",-0.84
"98","plate4",0.56,"positive","low",5695,"991","hg",1999-08-17,"blood","edta",1999,1992-09-15,"talek",2003-01-22,"dls","inferred dead","f","r","dj","zip","1","1",11,0.333333333333333,"1",83,1992,"adult","low",1999-08-17,2003-01-22,123,24,0.195121951219512,70,8,0.114285714285714,0.0650406504065041,"1",6,1,100,33,0.28,105.52,"adult","adult","adult","after","after","TRUE",0.08
"99","plate4",0.12,"negative","low",7392,"100","nav",1993-07-21,"blood",NA,1993,1992-11-07,"talek",2016-07-20,"dls","inferred dead","f","r","coch","en","1","2",NA,NA,"0",8.4,1992,"cub","low",1993-06-08,1993-07-21,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","plate4",0.52,"positive","low",5604,"106","jj",1993-08-12,"blood","no id on sample",1993,1992-09-15,"talek",2003-01-18,"dls","inferred dead","f","r","dj","zip","1","2",NA,NA,"1",10.9,1992,"cub","low",1993-08-12,2003-01-24,335,47,0.140298507462687,172,10,0.0581395348837209,0.0298507462686567,"1",11,0,100,27.27,0.07,54.99,"adult","adult","adult","after","after","TRUE",NA
"101","plate4",0.83,"positive","low",13587,"108","cr",1994-05-24,"blood","cream; normal",1994,1993-08-15,"talek",2002-03-03,"dls","inferred dead","f","r","ot",NA,"1","1",NA,NA,"1",9.3,1993,"cub","low",1994-05-24,2002-03-03,294,38,0.129251700680272,152,14,0.0921052631578947,0.0476190476190476,"1",5,1,87.5,29.3,0.15,63.54,"adult","adult","adult","after","after","TRUE",NA
"102","plate4",0.46,"doubtful","low",7142,"110","ud",1994-05-25,"blood","min1 vial says ""9/29/99""",1994,1993-10-04,"talek",1998-01-07,"dls",NA,"m","r","23s",NA,"0",NA,NA,NA,"0",7.7,1993,"cub","low",1994-07-03,1994-05-25,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","plate4",0.72,"positive","low",4888,"119","par",1994-06-23,"blood","edta",1994,1993-07-15,"talek",2004-02-10,"dls","inferred dead","f","r","gw","rcn","0",NA,NA,NA,"1",11.3,1993,"cub","low",1994-06-23,2004-02-10,330,29,0.0878787878787879,169,14,0.0828402366863905,0.0424242424242424,"1",5,5,50,36,0.39,54.84,"adult","adult","adult","after","after","TRUE",NA
"104","plate4",0.73,"positive","low",4377,"121","jb",1994-07-04,"blood",NA,1994,1993-06-26,"talek",1997-12-03,"dls","inferred dead","f","r","bsh","fn","1","1",NA,NA,"1",12.3,1993,"subadult","low",1994-07-04,1997-12-03,117,23,0.196581196581197,49,5,0.102040816326531,0.0427350427350427,"1",8,5,40,16.88,-0.31,34.09,"subadult","adult","adult","after","after","TRUE",0.89
"105","plate4",0.06,"negative","low",5426,"127","scby",1994-09-23,"blood",NA,1994,1994-01-27,"talek",1994-11-05,"dead","unknown","f","r","sd","rcn","0",NA,NA,NA,"0",7.9,1994,"cub","low",1995-01-27,1994-09-23,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","plate4",0.1,"negative","low",4373,"128","irq",1994-09-25,"blood","edta",1994,1994-01-10,"talek",NA,NA,NA,"m","r","coch",NA,"1",NA,NA,NA,"0",8.5,1994,"cub","low",1994-11-30,1994-09-25,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","plate4",0.89,"positive","low",12165,"131","kip",1994-12-18,"blood","cream; normal",1994,1993-12-10,"talek",2000-09-26,"dls","inferred dead","f","r","who","fn","1","1",NA,NA,"1",12.3,1993,"subadult","low",1994-12-18,2000-09-26,229,34,0.148471615720524,112,9,0.0803571428571429,0.0393013100436681,"1",11,1,70,27.82,0.11,46.26,"subadult","adult","adult","after","after","TRUE",NA
"108","plate4",0.12,"negative","low",13399,"137","wm",1995-02-09,"blood","cream; normal",1995,1994-07-07,"talek",1995-03-13,"dead","disease","f","r","jab",NA,"1","1",NA,NA,"0",7.1,1994,"cub","low",1995-01-24,1995-02-09,1,0,0,0,0,NA,0,"0",1,100,100,100,0.9,2.7,"cub","cub","cub","before","before","FALSE",NA
"109","plate4",0.81,"positive","low",12163,"138","zulu",1995-02-10,"blood","cream; normal",1995,1994-05-01,"talek",1997-08-31,"dead","lions","m","r","pt",NA,"1","2",NA,NA,"1",9.4,1994,"cub","low",1995-02-10,1997-08-31,106,16,0.150943396226415,45,2,0.0444444444444444,0.0188679245283019,"1",7,10,100,44.36,0.63,26.17,"cub","adult","adult","after","after","TRUE",NA
"110","plate4",0.1,"negative","low",3982,"139","wr",1995-02-12,"blood","p frozen at top but not much",1995,1994-06-22,"talek",2007-02-25,"dls","inferred dead","f","r","bb","rcn","1","2",NA,NA,"0",7.7,1994,"cub","low",1995-01-25,1995-02-12,3,0,0,0,0,NA,0,"0",1,100,100,100,0.9,3.2,"cub","cub","cub","before","before","FALSE",NA
"111","plate4",0.62,"positive","low",7778,"140","mh",1995-03-06,"blood",NA,1995,1994-06-22,"talek",NA,NA,NA,"f","r","bb",NA,"1","1",NA,NA,"1",8.4,1994,"cub","low",1995-03-06,1996-03-12,28,4,0.142857142857143,12,1,0.0833333333333333,0.0357142857142857,"1",2,20,30,25,0.11,15.45,"subadult","subadult","subadult","after","after","TRUE",NA
"112","plate4",0.27,"negative","low",12144,"145","mp",1995-04-10,"blood","slightly pink",1995,1994-07-23,"talek",2013-07-13,"dls","inferred dead","f","r","dj","bag","1","1",NA,NA,"0",8.6,1994,"cub","low",1995-03-18,1995-04-10,3,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","plate4",0.1,"negative","low",3755,"146","dd",1995-04-13,"blood",NA,1995,1994-07-23,"talek",NA,NA,NA,"m","r","dj","bag","1","2",NA,NA,"0",8.7,1994,"cub","low",1995-03-18,1995-04-13,3,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","plate4",0.6,"positive","low",5525,"160","amar",1995-10-25,"blood",NA,1995,1995-01-25,"talek",2003-06-13,"dls","inferred dead","f","r","ua","fn","1","1",NA,NA,"1",9,1995,"cub","low",1995-10-25,2003-06-13,295,39,0.132203389830508,155,9,0.0580645161290323,0.0305084745762712,"1",12,1,100,35.58,0.44,55.31,"subadult","adult","adult","after","after","TRUE",NA
"115","plate4",0.14,"negative","low",5535,"161","kon",1995-11-02,"blood",NA,1995,1995-01-25,"talek",NA,NA,NA,"m","r","ua",NA,"1","2",NA,NA,"0",9.2,1995,"cub","low",1995-10-24,1995-11-02,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","plate4",0.43,"doubtful","low",5532,"162","lop",1996-02-26,"blood",NA,1996,1995-02-15,"talek",1997-03-01,"dead",NA,"f","r","who",NA,"0",NA,NA,NA,"0",12.4,1995,"subadult","low",1995-10-22,1996-02-26,8,1,0.125,4,1,0.25,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","plate4",0.54,"positive","low",5541,"169","jone",1996-06-08,"blood",NA,1996,1995-08-01,"talek",1997-05-25,"dls","inferred dead","f","r","jab","fn","1","1",NA,NA,"1",10.2,1995,"cub","low",1996-06-08,1997-05-25,44,6,0.136363636363636,19,1,0.0526315789473684,0.0227272727272727,"1",1,15,15,15,-0.33,18.3,"subadult","subadult","subadult","after","after","TRUE",NA
"118","plate4",0.03,"negative","low",5662,"170","rinc",1996-06-08,"blood","frozen on side",1996,1995-08-01,"talek",1997-05-09,"dls","inferred dead","m","r","jab","fn","1","2",NA,NA,"0",10.2,1995,"cub","low",1996-04-19,1996-06-08,7,1,0.142857142857143,4,1,0.25,0.142857142857143,"0",1,40,40,40,-0.57,7.8,"cub","cub","cub","before","before","TRUE",NA
"119","plate4",0.57,"positive","low",6592,"197","mrph",1997-06-07,"blood",NA,1997,1996-06-25,"talek",2011-04-10,"dead","lions","f","r","bsh",NA,"1","1",NA,NA,"1",11.4,1996,"cub","low",1997-06-07,2011-04-12,455,104,0.228571428571429,271,35,0.129151291512915,0.0769230769230769,"1",40,1,100,17.54,-0.28,100.83,"subadult","adult","adult","after","after","TRUE",0.99
"120","plate4",0.44,"doubtful","low",7338,"20","rv",1990-12-07,"blood","edta",1990,1990-05-15,"talek",1997-04-27,"dls","fate unknown","f","r","gw","1019","1","1",NA,NA,"0",6.8,1990,"cub","low",1990-12-31,1990-12-07,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","plate4",0.15,"negative","low",5038,"205","kang",1997-06-09,"blood",NA,1997,1996-10-07,"talek",1998-02-15,"dls","inferred dead","m","r","lg",NA,"1","1",NA,NA,"0",8,1996,"cub","low",1997-05-13,1997-06-09,6,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","plate4",0.6,"positive","low",5035,"206","gonz",1997-06-09,"blood",NA,1997,1996-09-06,"talek",NA,NA,NA,"m","r","hob","tz","0",NA,NA,NA,"1",9.1,1996,"cub","low",1997-06-09,1999-03-20,64,7,0.109375,32,3,0.09375,0.046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","plate4",0.05,"negative","low",5019,"207","nod",1997-06-11,"blood",NA,1997,1996-10-13,"talek",NA,NA,NA,"m","r","ua","mike","1","2",NA,NA,"0",7.9,1996,"cub","low",1997-05-25,1997-06-11,4,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","plate4",0.51,"positive","low",5043,"208","darw",1997-06-11,"blood",NA,1997,1996-07-01,"talek",NA,NA,NA,"m","r","jb","fa","0",NA,NA,NA,"1",11.3,1996,"cub","low",1997-06-11,2002-03-25,194,16,0.0824742268041237,109,6,0.055045871559633,0.0309278350515464,"1",5,1,50,26.2,0.09,27.4,"subadult","adult","adult","after","after","TRUE",NA
"125","plate4",0.09,"negative","low",7584,"211","linc",1997-06-30,"blood",NA,1997,1996-10-23,"talek",NA,NA,NA,"m","r","nav","mike","1","1",NA,NA,"0",8.2,1996,"cub","low",1997-06-29,1997-06-30,0,0,NA,0,0,NA,NA,"0",1,100,100,100,0.9,4.5,"cub","cub","cub","before","before","FALSE",NA
"126","plate4",0.4,"negative","low",7608,"212","wash",1997-06-30,"blood",NA,1997,1996-10-23,"talek",1997-08-27,"dead","humans","m","r","nav","mike","1","2",NA,NA,"0",8.2,1996,"cub","low",1997-06-15,1997-06-30,1,0,0,1,0,0,0,"0",1,100,100,100,0.9,4.5,"cub","cub","cub","before","before","FALSE",NA
"127","plate4",0.17,"negative","low",5470,"213","mali",1997-07-04,"blood",NA,1997,1996-10-13,"talek",2006-01-13,"dls","inferred dead","f","r","jab",NA,"1","2",NA,NA,"0",8.7,1996,"cub","low",1997-06-09,1997-07-04,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","plate4",0.38,"negative","low",4358,"216","dna",1997-11-07,"blood",NA,1997,1996-12-23,"talek",NA,NA,NA,"m","r","gil",NA,"1","1",NA,NA,"0",10.5,1996,"cub","low",1997-06-14,1997-11-07,14,1,0.0714285714285714,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","plate4",0.34,"negative","low",3811,"231","puc",1998-03-14,"blood",NA,1998,1997-06-01,"talek",2006-12-23,"dls","inferred dead","f","r","ger","fn","1","1",NA,NA,"0",9.4,1997,"cub","low",1997-11-23,1998-03-14,8,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","plate4",1.04,"positive","low",5401,"249","csn",1999-01-29,"blood","frozen on side",1999,1998-02-15,"talek",2005-05-03,"dead","lions","f","r","bsh","fn","0",NA,NA,NA,"1",11.4,1998,"cub","low",1999-01-29,2005-05-03,223,51,0.228699551569507,133,20,0.150375939849624,0.0896860986547085,"1",18,1,40,14.94,-0.37,47.51,"subadult","adult","adult","after","after","TRUE",NA
"131","plate4",0.1,"negative","low",5344,"258","her",1999-08-11,"blood",NA,1999,1998-11-20,"talek",NA,NA,NA,"m","r","mrph",NA,"1","2",NA,NA,"0",8.7,1998,"cub","low",1999-07-19,1999-08-11,7,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","plate4",0.08,"negative","low",5330,"259","sch",1999-06-24,"blood",NA,1999,1998-11-20,"talek",2000-04-04,"dead","lions","m","r","ua","mig","1","2",NA,NA,"0",7.1,1998,"cub","low",1999-07-18,1999-06-24,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","plate4",0.64,"positive","low",4616,"262","cpa",1999-07-04,"blood",NA,1999,1998-11-18,"talek",NA,NA,NA,"m","r","sx","gob","0",NA,NA,NA,"1",7.5,1998,"cub","low",1999-07-04,2002-02-09,100,15,0.15,57,5,0.087719298245614,0.05,"1",3,12,30,20.67,-0.14,25.67,"subadult","adult","adult","after","after","TRUE",NA
"134","plate5",0.02,"negative","low",4303,"263","tsa",1999-07-04,"blood",NA,1999,1998-12-10,"talek",2001-08-02,"dls","inferred dead","m","r","par",NA,"0",NA,NA,NA,"0",6.8,1998,"cub","low",1999-08-13,1999-07-04,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","plate5",0.16,"negative","low",4581,"267","jut",1999-07-11,"blood","frozen on side",1999,1998-11-30,"talek",2003-11-24,"dls","inferred dead","f","r","ger","pos","1","1",NA,NA,"0",7.3,1998,"cub","low",1999-06-20,1999-07-11,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","plate5",0.16,"negative","low",4607,"268","gdz",1999-07-21,"blood","edta",1999,1998-12-03,"talek",2000-09-29,"dls","inferred dead","m","r","kip","tz","1","2",NA,NA,"0",7.6,1998,"cub","low",1999-07-19,1999-07-21,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","plate5",0.07,"negative","low",4671,"271","ind",1999-10-04,"blood","edta",1999,1998-12-02,"talek",NA,NA,NA,"m","r","bail","chas","1","1",NA,NA,"0",10.1,1998,"cub","low",1999-08-06,1999-10-04,7,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","plate5",0.1,"negative","low",4660,"272","coo",1999-09-12,"blood",NA,1999,1998-12-03,"talek",2005-11-16,"dead","croc?","f","r","kip","tz","1","1",NA,NA,"0",9.3,1998,"cub","low",1999-07-22,1999-09-12,10,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
