"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dob.date","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared.date","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","age.mon.lion","age.cat.lion","hum.dist.lion","rank","stan.rank.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"331",4028,"t62413",2,TRUE,FALSE,"roos","00-jan-00",1,"run",NA,30,FALSE,NA,"response to lions app","talek","k",2008-04-14,"06:07:00","06:33:00",2008,1,"f","r","nav",NA,NA,NA,2007-03-02,"","talek",NA,"",2007-10-13,"","",NA,"",NA,"","",NA,"",2008-07-24,"","","1.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",13.4,"subadult",NA,NA,NA,"hi","positive",2013-06-07,75.2,"adult",NA,"before","1",0.340380378422811
"332",4030,"t38121",2,TRUE,FALSE,"csn","00-jan-00",1,"fds",NA,1,FALSE,"zebra","feeding with 5 lionesses (scan)","talek","k",2003-05-20,"19:12:00","19:40:00",2003,3,"f","r","bsh","fn","0",NA,1998-02-15,"","talek",NA,"",1998-07-15,"","",NA,"",1998-08-19,"","","5","",1998-12-14,"","","1.5","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2005-05-03,"dead","lions",NA,"",63.1,"adult",NA,6,0.375,"low","positive",1999-01-29,11.4,"cub","low","after","1",-0.876406031737924
"333",4031,"t38121",2,TRUE,FALSE,"mrph","00-jan-00",1,"fds",NA,1,FALSE,"zebra","feeding with 5 lionesses (scan)","talek","k",2003-05-20,"19:12:00","19:40:00",2003,2,"f","r","bsh",NA,"1","1",1996-06-25,"","talek",NA,"",1996-07-24,"","",NA,"",1996-12-24,"","","1","",1997-06-01,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-04-10,"dead","lions",NA,"",82.8,"adult",NA,1,1,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.876406031737924
"334",4032,"t38121",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult",NA,NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.542391647993254
"335",4049,"t38121",2,TRUE,FALSE,"vgs","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1997-08-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",0.014298991581196
"336",4064,"t50126",2,TRUE,FALSE,"ali","00-jan-00",1,"scan",NA,75,FALSE,NA,"three lionesses so","talek","k",2004-11-27,"06:17:00","07:24:00",2004,2,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",87.8,"adult",NA,7,0.2,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",1.86993445682936
"337",4178,"t21418",2,TRUE,FALSE,"sco","00-jan-00",1,"scan",NA,20,FALSE,NA,"scan","talek","k",1999-12-25,"06:41:00","06:56:00",1999,2,"m","r","hob","mike","1",NA,1997-12-15,"","talek",NA,"",1998-03-23,"","",NA,"",1998-10-14,"","",NA,"dengrad info not in table, instead taken from tblhyenas",1998-10-18,"","","3","",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-07-24,"dls","dispersed",NA,"",24.3,"adult","low",NA,NA,"low","doubtful",1999-10-25,22.3,"subadult","low","after","0",-0.171264554943621
"338",4207,"t49685",2,TRUE,FALSE,"ali","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,10,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",86.8,"adult",NA,7,0.2,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",-0.876406031737924
"339",4217,"t49685",2,TRUE,FALSE,"dub","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,3,"m","i",NA,NA,NA,NA,NA,"","",NA,"",1999-02-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",1999-02-27,"dispersal","talek",NA,"",2002-05-01,"fission","talek.e",NA,"",2016-06-04,"dead","lions",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-10-19,NA,"adult",NA,"after","1",-0.876406031737924
"340",4218,"t49685",2,TRUE,FALSE,"ger","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"f","r","coch","en","1","1",1992-11-07,"","talek",NA,"",1992-11-29,"","",NA,"",1993-06-08,"","","0.5","",1993-12-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2005-06-02,"dead","humans",NA,"",143.7,"adult",NA,12,-0.466666666666667,"low","negative",1993-07-12,8.1,"cub","low","after","0",-0.876406031737924
"341",4220,"t49685",2,TRUE,FALSE,"ldv","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","r","hg","mer","1","2",1997-11-24,"","talek",NA,"",1997-12-19,"","",NA,"",1998-08-06,"","","0.5","",1999-03-13,"","","1.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2007-04-23,"dead","lions",NA,"estimated date of death from necropsy sheet. skull collected and mortality signal picked up 24-apr-07, dls alive 07-apr-07",83.1,"adult",NA,NA,NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.876406031737924
"342",4222,"t49685",2,TRUE,FALSE,"mali","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,10,"f","r","jab",NA,"1","2",1996-10-13,"","talek",NA,"",1996-11-11,"","",NA,"",1997-04-08,"","","2.5","",1997-10-01,"","","4","",NA,"","",NA,"",NA,NA,NA,NA,NA,2006-01-13,"dls","inferred dead",NA,"",96.5,"adult",NA,8,0.0666666666666667,"low","negative",1997-07-04,8.7,"cub","low","after","0",-0.876406031737924
"343",4223,"t49685",2,TRUE,FALSE,"mig","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult",NA,NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.876406031737924
"344",4225,"t49685",2,TRUE,FALSE,"mrph","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,10,"f","r","bsh",NA,"1","1",1996-06-25,"","talek",NA,"",1996-07-24,"","",NA,"",1996-12-24,"","","1","",1997-06-01,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-04-10,"dead","lions",NA,"",100.1,"adult",NA,1,1,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.876406031737924
"345",4417,"t8820",2,TRUE,FALSE,"kip","00-jan-00",1,"whoop",NA,40,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","who","fn","1","1",1993-12-10,"","talek",NA,"",1993-12-15,"","",NA,"",1994-08-23,"","","2","",1994-09-10,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-09-26,"dls","inferred dead",NA,"",20.4,"subadult","low",NA,NA,"low","positive",1994-12-18,12.3,"subadult","low","after","1",0.816280852897086
"346",4419,"t8820",2,TRUE,FALSE,"mh","00-jan-00",1,"scan",NA,30,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","bb",NA,"1","1",1994-06-22,"","talek",NA,"",1994-07-08,"","",NA,"",1995-01-26,"","","2.5","",1995-12-30,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1996-03-12,"","",NA,"check eventstatus and eventdata",14.1,"subadult","low",NA,NA,"low","positive",1995-03-06,8.4,"cub","low","after","1",0.340380378422811
"347",4420,"t8820",2,TRUE,FALSE,"wr","00-jan-00",1,"scan",NA,30,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","bb","rcn","1","2",1994-06-22,"","talek",NA,"",1994-07-08,"","",NA,"",1995-01-25,"","","1.5","",1995-12-30,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2007-02-25,"dls","inferred dead",NA,"",14.1,"subadult","low",NA,NA,"low","negative",1995-02-12,7.7,"cub","low","after","0",0.340380378422811
"348",4422,"t8820",2,TRUE,FALSE,"par","00-jan-00",2,"dist",NA,40,FALSE,NA,NA,"talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","gw","rcn","0",NA,1993-07-15,"","talek",NA,"",1993-08-16,"","",NA,"",1994-04-03,"","","0.5","",NA,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2004-02-10,"dls","inferred dead",NA,"",25.3,"adult","low",NA,NA,"low","positive",1994-06-23,11.3,"cub","low","after","1",0.570989631155646
"349",4425,"t8820",2,TRUE,FALSE,"ud","00-jan-00",1,"circles lioness",NA,20,FALSE,NA,NA,"talek","k",1995-08-24,"06:15:00","06:38:00",1995,2,"m","r","23s",NA,"0",NA,1993-10-04,"","talek",NA,"",1993-10-25,"","",NA,"",1994-07-03,"","","0.5","",1994-08-23,"","",NA,"",1996-09-15,"dispersal","unknown",NA,"",NA,NA,NA,NA,NA,1998-01-07,"dls","",NA,"",22.6,"subadult","low",NA,NA,"low","doubtful",1994-05-25,7.7,"cub","low","after","0",-0.135520096051463
"350",4434,"t82122",2,FALSE,FALSE,"ted","00-jan-00",1,"scan",NA,15,FALSE,NA,"scan - lioness watching ted","talek","o",2013-05-03,"07:48:00","08:02:00",2013,1,"f","r","aqua",NA,"1","2",2010-10-30,"","talek",NA,"",2011-01-22,"","",NA,"",2011-05-25,"","","1","",2011-07-18,"","","3.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,2018-03-25,"dls","double check: alive but with disappeared date",NA,"",30.1,"adult","hi",14,0.446808510638298,"hi","positive",2012-05-24,18.8,"subadult",NA,"after","1",-0.356828101468437
"351",4534,"t11175",2,TRUE,FALSE,"jone","00-jan-00",1,"scan",NA,15,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","jab","fn","1","1",1995-08-01,"","talek",NA,"",1995-09-06,"","",NA,"",1996-04-16,"","","3.5","",1996-07-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1997-05-25,"dls","inferred dead",NA,"",18.3,"subadult","low",NA,NA,"low","positive",1996-06-08,10.2,"cub","low","after","1",-0.373470333288601
"352",4535,"t11175",2,TRUE,FALSE,"lg","00-jan-00",1,"scan",NA,6,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","11",NA,NA,NA,1982-06-01,"","talek",NA,"",1982-06-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-04-16,"dls","inferred dead",NA,"",176.3,"adult","low",26,-0.785714285714286,"low","positive",1994-06-28,144.9,"adult","low","after","1",-0.690842485213107
"353",4538,"t11175",2,TRUE,FALSE,"tz","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1993-07-05,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-02-18,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1993-08-11,NA,"adult",NA,"after","1",-0.542391647993254
"354",4540,"t11175",2,TRUE,FALSE,"rinc","00-jan-00",1,"scan",NA,30,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","r","jab","fn","1","2",1995-08-01,"","talek",NA,"",1995-09-06,"","",NA,"",1996-04-16,"","","3.5","",1996-07-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1997-05-09,"dls","inferred dead",NA,"",18.3,"subadult","low",NA,NA,"low","negative",1996-06-08,10.2,"cub","low","after","0",0.340380378422811
"355",4543,"t11175",2,TRUE,FALSE,"bb","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","bsh",NA,"1","1",1989-07-13,"","talek",NA,"",1989-08-11,"","",NA,"",1990-03-13,"","","1.5","",1990-05-21,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-12-29,"dead","humans (spear)",NA,"",90.9,"adult","low",9,0.428571428571429,"low","positive",1993-12-08,52.9,"adult","low","after","1",-0.542391647993254
"356",4545,"t11175",2,TRUE,FALSE,"who","00-jan-00",2,"dist",NA,40,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","bsh","zip","0","1",1991-07-07,"","talek",NA,"",1991-07-20,"","",NA,"",NA,"","",NA,"",1992-05-22,"","","1","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2006-12-21,"","",NA,"",67.1,"adult","low",5,0.714285714285714,"low","negative",1991-11-27,4.7,"cub","low","after","0",0.570989631155646
"357",4549,"t11175",2,TRUE,FALSE,"sein","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"f","r","bsh","rcn","1","2",1995-03-22,"","talek",NA,"",1995-05-06,"","",NA,"",1995-12-03,"","","0.5","",1996-04-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-03-09,"dead","humans (masai?)",NA,"date is when collar is found, no body is ever found. dls alive: 25-feb-02",22.7,"subadult","low",2,0.928571428571429,"low","positive",1997-07-16,27.8,"adult","low","before","1",-0.516240475630883
"358",4551,"t11175",2,TRUE,FALSE,"lop","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"f","r","who",NA,"0",NA,1995-02-15,"","talek",NA,"",1995-03-27,"","",NA,"",1995-12-09,"","","1","",1995-11-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1997-03-01,"dead","",NA,"",23.8,"subadult","low",6,0.642857142857143,"low","doubtful",1996-02-26,12.4,"subadult","low","after","0",-0.849370807762875
"359",4552,"t11175",2,TRUE,FALSE,"ua","00-jan-00",1,"scan",NA,3,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","79",NA,"0","1",1987-03-01,"","talek",NA,"",1987-08-01,"","",NA,"",NA,"","",NA,"",1988-08-19,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-05-05,"dls","lions",NA,"",119.3,"adult","low",19,-0.285714285714286,"low","positive",1994-06-26,87.8,"adult","low","after","1",-0.802180613127997
"360",4553,"t11175",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.72795519451807
"361",4556,"t11175",2,TRUE,FALSE,"bp","00-jan-00",1,"scan",NA,20,FALSE,NA,"btw the two lions--lions are 40m apart","talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-04-15,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-15,NA,"adult",NA,"before","1",-0.171264554943621
"362",4557,"t11175",2,TRUE,FALSE,"sks","00-jan-00",1,"fds",NA,30,FALSE,"carcass scrap",NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","r","ot","rcn","1","2",1995-10-16,"","talek",NA,"",1995-11-25,"","",NA,"",1996-05-30,"","","1.5","",1997-07-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-04-21,"dls","dispersed",NA,"",15.8,"subadult","low",NA,NA,"low","positive",1997-07-31,21.5,"subadult","low","before","1",0.340380378422811
"363",4559,"t11175",2,TRUE,FALSE,"fn","00-jan-00",1,"scan",NA,17,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1990-12-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.282602682858511
"364",4564,"t11175",2,TRUE,FALSE,"mike","00-jan-00",1,"dist",NA,30,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-03-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,1997-11-19,"dead","lions",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1994-06-10,NA,"adult",NA,"after","0",0.199862538106013
"365",4574,"t13174",2,TRUE,FALSE,"kon","00-jan-00",1,"brt app","lion",75,FALSE,NA,"scan","talek","k",1997-08-08,"06:43:00","07:19:00",1997,1,"m","r","ua",NA,"1","2",1995-01-25,"","talek",NA,"",1995-01-31,"","",NA,"",1995-10-24,"","","0.5","",1996-07-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-06-16,"dls","dispersed",NA,"",30.4,"adult","low",NA,NA,"low","negative",1995-11-02,9.2,"cub","low","after","0",1.86993445682936
"366",4583,"t16391",2,TRUE,FALSE,"ua","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"f","r","79",NA,"0","1",1987-03-01,"","talek",NA,"",1987-08-01,"","",NA,"",NA,"","",NA,"",1988-08-19,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-05-05,"dls","lions",NA,"",141.7,"adult","low",19,-0.285714285714286,"low","positive",1994-06-26,87.8,"adult","low","after","1",-0.876406031737924
"367",4584,"t16391",2,TRUE,FALSE,"stg","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1995-01-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-09-20,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-02,NA,"adult",NA,"after","1",-0.876406031737924
"368",4585,"t16391",2,TRUE,FALSE,"amar","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"f","r","ua","fn","1","1",1995-01-25,"","talek",NA,"",1995-01-31,"","",NA,"",1995-10-24,"","","0.5","",1996-07-15,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2003-06-13,"dls","inferred dead",NA,"",46.9,"adult","low",20,-0.357142857142857,"low","positive",1995-10-25,9,"cub","low","after","1",-0.876406031737924
"369",4586,"t16391",2,TRUE,FALSE,"nod","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"m","r","ua","mike","1","2",1996-10-13,"","talek",NA,"",1996-11-27,"","",NA,"",1997-05-25,"","","1.5","",1997-10-21,"","","3","",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-02-15,"dls","dispersed",NA,"",26.3,"adult","low",NA,NA,"low","negative",1997-06-11,7.9,"cub","low","after","0",-0.876406031737924
"370",4588,"t78832",2,FALSE,FALSE,"hel","00-jan-00",1,"dist",NA,50,FALSE,NA,"lions are spice and yorn","talek","o",2012-10-03,"19:05:00","19:22:00",2012,1,"f","r","mrph",NA,NA,NA,2006-02-01,"","talek",NA,"",2006-06-08,"","",NA,"",2006-11-11,"","","1","",2006-12-30,"","","19.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",80,"adult","hi",2,0.96,"hi","positive",2012-05-06,75.1,"adult",NA,"after","1",0.942116724205279
"371",4591,"t78832",2,FALSE,FALSE,"alde","00-jan-00",2,"eb hb app","lions",10,FALSE,NA,NA,"talek","o",2012-10-03,"19:05:00","19:22:00",2012,4,"m","r","loki",NA,"1","1",2010-11-01,"","talek",NA,"",2010-12-13,"","",NA,"",2011-06-08,"","","1","",2011-08-10,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2013-03-21,"dls","dispersed",NA,"",23.1,"subadult","hi",NA,NA,"hi","positive",2012-04-30,17.9,"subadult",NA,"after","1",-0.611420570525738
"372",4594,"t78832",2,FALSE,FALSE,"amaz","00-jan-00",1,"mob","lions",10,TRUE,NA,"response: 1 lion paws ground","talek","o",2012-10-03,"19:05:00","19:22:00",2012,3,"f","r","hel",NA,"1","1",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-11-19,"","","5.5","",2009-09-29,"","","15","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",43.6,"adult","hi",4,0.88,"hi","positive",2012-06-16,40,"adult",NA,"after","1",-0.542391647993254
"373",4599,"t78832",2,FALSE,FALSE,"mgta","00-jan-00",1,"scan",NA,7,FALSE,NA,"scan","talek","o",2012-10-03,"19:05:00","19:22:00",2012,3,"f","r","mos",NA,"1","1",2009-01-10,"","talek",NA,"",2009-02-17,"","",NA,"",2009-08-05,"","","1.5","",2009-10-09,"","","8.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2019-05-30,"dls","",NA,"",44.7,"adult","hi",13,0.52,"hi","doubtful",2012-04-11,39,"adult",NA,"after","0",-0.653729775908144
"374",4604,"t78832",2,FALSE,FALSE,"atac","00-jan-00",1,"dist",NA,10,FALSE,NA,"joins group","talek","o",2012-10-03,"19:05:00","19:22:00",2012,2,"f","r","hel",NA,"1","2",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-10-18,"","","2","",2009-07-15,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",43.6,"adult","hi",7,0.76,"hi","positive",2012-06-13,39.9,"adult",NA,"after","1",-0.542391647993254
"375",4648,"t30255",2,TRUE,FALSE,"ali","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",51.9,"adult",NA,5,0.529411764705882,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",0.570989631155646
"376",4649,"t30255",2,TRUE,FALSE,"ath","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","mrph",NA,"1","1",1998-11-20,"","talek",NA,"",1999-01-17,"","",NA,"",1999-07-19,"","","0.5","",1999-12-17,"","","2.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2004-03-31,"dead","snake bite",NA,"",36.4,"adult",NA,2,0.882352941176471,"low","positive",1999-11-26,12.2,"subadult","low","after","1",0.570989631155646
"377",4650,"t30255",2,TRUE,FALSE,"bp","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-04-15,"dls","dispersed",NA,"",NA,"adult",NA,NA,NA,"low","positive",1997-07-15,NA,"adult",NA,"after","1",0.570989631155646
"378",4651,"t30255",2,TRUE,FALSE,"cam","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","jj","zig","1","1",1998-11-21,"","talek",NA,"",1998-12-21,"","",NA,"",1999-08-05,"","","2.5","",1999-10-09,"","","5","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2006-10-23,"dls","inferred dead",NA,"",36.3,"adult",NA,NA,NA,"low","negative",1999-09-21,10,"cub","low","after","0",0.570989631155646
"379",4654,"t30255",2,TRUE,FALSE,"csn","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","bsh","fn","0",NA,1998-02-15,"","talek",NA,"",1998-07-15,"","",NA,"",1998-08-19,"","","5","",1998-12-14,"","","1.5","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2005-05-03,"dead","lions",NA,"",45.5,"adult",NA,3,0.764705882352941,"low","positive",1999-01-29,11.4,"cub","low","after","1",0.570989631155646
