"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank.lion","age.mon.lion","age.cat.lion","hum.dist.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"142",2925,"t15821",3,FALSE,FALSE,"kip","00-jan-00",1,"dist",NA,40,FALSE,NA,"1 lion","talek","o",1998-11-24,"06:52:00","06:58:00",1998,2,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",8,0.5,59.5,"adult","low","low","positive",1994-12-18,12.3,"subadult","low","after","1",0.535817345175326
"143",2928,"t15103.1",3,FALSE,FALSE,"kip","00-jan-00",1,"bo",NA,1,FALSE,NA,"in response to lion app chased them","talek","o",1998-07-12,"18:41:00","19:08:00",1998,3,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",8,0.5,55,"adult","low","low","positive",1994-12-18,12.3,"subadult","low","after","1",-0.887646463392456
"144",2929,"t15103.1",3,FALSE,FALSE,"oly","00-jan-00",1,"bo",NA,1,FALSE,NA,"in response to lion app chased them","talek","o",1998-07-12,"18:41:00","19:08:00",1998,3,"m","r","gil","fn","1","1",1996-06-24,NA,NA,NA,NA,NA,1995-11-07,NA,"talek",1996-09-17,NA,NA,NA,NA,NA,32.1,"adult","low","low","positive",1997-06-12,19.2,"subadult","low","after","1",-0.887646463392456
"145",2944,"t15103.1",3,FALSE,FALSE,"sx","00-jan-00",3,"mob",NA,10,FALSE,NA,"(pnt brt app)","talek","o",1998-07-12,"18:41:00","19:08:00",1998,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",17,-0.142857142857143,104.9,"adult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.559154815261429
"146",2945,"t15103.1",3,FALSE,FALSE,"sein","00-jan-00",3,"mob",NA,10,FALSE,NA,"(pnt brt app)","talek","o",1998-07-12,"18:41:00","19:08:00",1998,1,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-02-25,"dls","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,"talek",3,0.857142857142857,39.7,"adult","low","low","positive",1997-07-16,27.8,"adult","low","after","1",-0.559154815261429
"147",2949,"t15103.1",3,FALSE,FALSE,"darw","00-jan-00",3,"mob",NA,10,FALSE,NA,"(pnt brt app)","talek","o",1998-07-12,"18:41:00","19:08:00",1998,1,"m","r","jb","fa","0",NA,1996-12-24,NA,NA,NA,NA,NA,1996-07-01,NA,"talek",1997-06-01,NA,NA,NA,NA,NA,24.3,"adult","low","low","positive",1997-06-11,11.3,"cub","low","after","1",-0.559154815261429
"148",2962,"t11751",3,FALSE,FALSE,"fn","00-jan-00",1,"scan",NA,30,FALSE,NA,NA,"talek","m",1997-06-06,"06:55:00","07:09:00",1997,3,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult",NA,"after","1",0.170826625029741
"149",2982,"t9166",3,FALSE,FALSE,"sx","00-jan-00",2,"dist",NA,5,FALSE,NA,"lion app to 5m then sx bo","talek","o",1996-04-17,"06:40:00","07:26:00",1996,12,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",16,-0.0344827586206897,78.1,"adult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.741650175334222
"150",2984,"t9166",3,FALSE,FALSE,"tz","00-jan-00",3,"dist",NA,20,FALSE,NA,NA,"talek","o",1996-04-17,"06:40:00","07:26:00",1996,5,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1993-08-11,NA,"adult",NA,"after","1",-0.194164095115844
"151",3003,"t78684",3,FALSE,FALSE,"zion","00-jan-00",3,"dist",NA,60,FALSE,NA,NA,"talek","o",2012-09-22,"09:07:00","09:34:00",2012,1,"f","r","sbl",NA,"1","2",2010-12-24,NA,NA,2013-05-06,"dls","inferred dead",2010-02-19,NA,"talek",2011-02-16,NA,NA,"talek",23,0.137254901960784,31.1,"adult","hi","hi","positive",2012-06-18,27.9,"adult",NA,"after","1",1.2657987854665
"152",3017,"t27189",3,FALSE,FALSE,"csn","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","o",2001-05-12,"06:44:00","07:22:00",2001,1,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,"talek",3,0.764705882352941,38.8,"adult",NA,"low","positive",1999-01-29,11.4,"cub","low","after","1",-0.559154815261429
"153",3052,"t8427",3,TRUE,FALSE,"fn","00-jan-00",1,"app lion",NA,10,FALSE,NA,NA,"talek","k",1995-02-10,"09:24:00","09:53:00",1995,7,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.559154815261429
"154",3066,"t9162",3,FALSE,FALSE,"dj","00-jan-00",2,"dist",NA,50,FALSE,NA,"st/lk","talek","o",1996-04-15,"18:50:00","19:11:00",1996,7,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,125,"adult","low","low","positive",1991-01-19,62.1,"adult","low","after","1",0.900808065320911
"155",3068,"t5612",3,TRUE,FALSE,"sx","00-jan-00",1,"pastes repeatedly",NA,50,TRUE,NA,NA,"talek","k",1993-07-31,"06:32:00","07:42:00",1993,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",7,0.4,45.5,"adult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",0.900808065320911
"156",3070,"t5612",3,TRUE,FALSE,"jab","00-jan-00",3,"pastes repeatedly",NA,50,TRUE,NA,NA,"talek","k",1993-07-31,"06:32:00","07:42:00",1993,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,NA,NA,NA,17.9,"subadult","low","low","positive",1992-12-08,10.2,"cub","low","after","1",1.20618025230221
"157",3150,"t58038",3,TRUE,FALSE,"mrph","00-jan-00",12,"t2 chased by lion and loses scrap",NA,1,FALSE,"zebra scrap","lion steals scrap","talek","d",2006-06-04,"06:15:00","08:02:00",2006,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,119.3,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.887646463392456
"158",3180,"t31786",3,TRUE,FALSE,"ldv","00-jan-00",2,"dist",NA,20,FALSE,NA,NA,"talek","k",2002-03-18,"06:35:00","07:15:00",2002,3,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,51.7,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.194164095115844
"159",3185,"t31786",3,TRUE,FALSE,"vgs","00-jan-00",5,"feed",NA,100,FALSE,"leg","scan","talek","k",2002-03-18,"06:35:00","07:15:00",2002,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",2.72576166604884
"160",3244,"t3001",3,TRUE,FALSE,"quai","00-jan-00",1,"dist",NA,3,FALSE,NA,NA,"talek","k",1992-06-14,"17:03:00","18:16:00",1992,7,"m","i",NA,NA,NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1990-12-28,NA,"adult",NA,"after","1",-0.814648319363339
"161",3245,"t3001",3,TRUE,FALSE,"en","00-jan-00",1,"dist",NA,3,FALSE,NA,NA,"talek","k",1992-06-14,"17:03:00","18:16:00",1992,4,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1991-07-06,NA,"adult",NA,"after","1",-0.814648319363339
"162",3271,"t3001",3,TRUE,FALSE,"gw","00-jan-00",3,"scan",NA,3,FALSE,NA,"scan","talek","k",1992-06-14,"17:03:00","18:16:00",1992,3,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-12-12,"dls","inferred dead",1978-01-01,NA,"talek",NA,NA,NA,"talek",9,0.111111111111111,173.4,"adult","low","low","positive",1990-12-22,155.7,"adult","low","after","1",-0.814648319363339
"163",3276,"t6228",3,FALSE,FALSE,"jab","00-jan-00",4,"dist",NA,40,FALSE,NA,NA,"talek","d",1993-11-17,"05:53:00","07:15:00",1993,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,NA,NA,NA,21.5,"subadult","low","low","positive",1992-12-08,10.2,"cub","low","after","1",0.768640153804022
"164",3289,"t9117",3,TRUE,FALSE,"dj","00-jan-00",1,"scan",NA,2,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,123.8,"adult","low","low","positive",1991-01-19,62.1,"adult","low","after","1",-0.851147391377898
"165",3293,"t9117",3,TRUE,FALSE,"jab","00-jan-00",1,"scan",NA,6,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,49.2,"adult","low","low","positive",1992-12-08,10.2,"cub","low","after","1",-0.705151103319664
"166",3294,"t9117",3,TRUE,FALSE,"rm","00-jan-00",1,"scan",NA,30,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,"talek",20,-0.310344827586207,32.1,"adult","low","low","positive",1994-08-27,13.7,"subadult","low","after","1",0.170826625029741
"167",3298,"t9117",3,TRUE,FALSE,"zulu","00-jan-00",1,"soc sfn",NA,30,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"m","r","pt",NA,"1","2",1995-01-28,NA,NA,1997-08-31,"dead","lions",1994-05-01,NA,"talek",1995-08-20,NA,NA,NA,NA,NA,22.3,"subadult","low","low","positive",1995-02-10,9.4,"cub","low","after","1",0.331100055305838
"168",3299,"t9117",3,TRUE,FALSE,"jb","00-jan-00",1,"scan",NA,20,FALSE,NA,NA,"talek","d",1996-03-11,"06:36:00","06:59:00",1996,1,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",2,0.931034482758621,32.5,"adult","low","low","positive",1994-07-04,12.3,"subadult","low","after","1",-0.194164095115844
"169",3400,"t27425",3,TRUE,FALSE,"ath","00-jan-00",2,"fds",NA,50,FALSE,"gnu leg","same gnu leg that nav was feeding on","talek","k",2001-05-27,"06:46:00","08:06:00",2001,2,"f","r","mrph",NA,"1","1",1999-07-19,NA,NA,2004-03-31,"dead","snake bite",1998-11-20,NA,"talek",1999-12-17,NA,NA,"talek",2,0.882352941176471,30.2,"adult",NA,"low","positive",1999-11-26,12.2,"subadult","low","after","1",0.900808065320911
"170",3419,"t27425",3,TRUE,FALSE,"bos","00-jan-00",5,"soc snf",NA,50,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1997-01-22,NA,"adult",NA,"after","1",0.900808065320911
"171",3428,"t9114",3,TRUE,FALSE,"sx","00-jan-00",1,"brt pt",NA,5,FALSE,NA,"pt brt","talek","k",1996-03-08,"07:28:00","08:30:00",1996,4,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",16,-0.0344827586206897,76.8,"adult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.741650175334222
"172",3429,"t9114",3,TRUE,FALSE,"jab","00-jan-00",1,"brt pt",NA,5,FALSE,NA,"pt brt","talek","k",1996-03-08,"07:28:00","08:30:00",1996,6,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,49.1,"adult","low","low","positive",1992-12-08,10.2,"cub","low","after","1",-0.741650175334222
"173",3431,"t9114",3,TRUE,FALSE,"jb","00-jan-00",1,"brt pt",NA,5,FALSE,NA,"pt brt","talek","k",1996-03-08,"07:28:00","08:30:00",1996,5,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",2,0.931034482758621,32.4,"adult","low","low","positive",1994-07-04,12.3,"subadult","low","after","1",-0.741650175334222
"174",3432,"t9114",3,TRUE,FALSE,"dj","00-jan-00",1,"brt pt",NA,5,FALSE,NA,"pt brt","talek","k",1996-03-08,"07:28:00","08:30:00",1996,6,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,123.7,"adult","low","low","positive",1991-01-19,62.1,"adult","low","after","1",-0.741650175334222
"175",3463,"t9114",3,TRUE,FALSE,"jj","00-jan-00",3,"dist",NA,20,FALSE,NA,"st/lk lions","talek","k",1996-03-08,"07:28:00","08:30:00",1996,3,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-18,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",12,0.241379310344828,41.7,"adult","low","low","positive",1993-08-12,10.9,"cub","low","after","1",-0.194164095115844
"176",3511,"t9114",3,TRUE,FALSE,"bsh","00-jan-00",2,"dist",NA,20,FALSE,NA,"st/lk lion","talek","k",1996-03-08,"07:28:00","08:30:00",1996,7,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,158.2,"adult","low","low","positive",1994-05-02,136,"adult","low","after","1",-0.194164095115844
"177",3526,"t9114",3,TRUE,FALSE,"fn","00-jan-00",1,"dist",NA,60,FALSE,NA,NA,"talek","k",1996-03-08,"07:28:00","08:30:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult",NA,"after","1",1.2657987854665
"178",3531,"t9114",3,TRUE,FALSE,"bb","00-jan-00",1,"dist",NA,40,FALSE,NA,"wan/snf","talek","k",1996-03-08,"07:28:00","08:30:00",1996,3,"f","r","bsh",NA,"1","1",1990-03-13,NA,NA,1998-12-29,"dead","humans (spear)",1989-07-13,NA,"talek",1990-05-21,NA,NA,"talek",7,0.586206896551724,79.8,"adult","low","low","positive",1993-12-08,52.9,"adult","low","after","1",0.535817345175326
"179",3558,"t27425",3,TRUE,FALSE,"sein","00-jan-00",1,"fds",NA,30,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,5,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-02-25,"dls","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,"talek",4,0.647058823529412,74.2,"adult",NA,"low","positive",1997-07-16,27.8,"adult","low","after","1",0.170826625029741
"180",3559,"t27425",3,TRUE,FALSE,"mig","00-jan-00",2,"scan",NA,1,FALSE,NA,"""by lioness""","talek","k",2001-05-27,"06:46:00","08:06:00",2001,13,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.887646463392456
"181",3560,"t27425",3,TRUE,FALSE,"cr","00-jan-00",2,"scan",NA,3,FALSE,NA,"""by mig who is by lioness""","talek","k",2001-05-27,"06:46:00","08:06:00",2001,2,"f","r","ot",NA,"1","1",1994-04-02,NA,NA,2002-03-03,"dls","inferred dead",1993-08-15,NA,"talek",1994-08-01,NA,NA,"talek",15,-0.647058823529412,93.4,"adult",NA,"low","positive",1994-05-24,9.3,"cub","low","after","1",-0.814648319363339
"182",3584,"t27425",3,TRUE,FALSE,"cpa","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,1,"m","r","sx","gob","0",NA,1999-06-20,NA,NA,NA,NA,NA,1998-11-18,NA,"talek",2000-04-06,NA,NA,NA,NA,NA,30.3,"adult",NA,"low","positive",1999-07-04,7.5,"cub","low","after","1",-0.486156671232312
"183",3591,"t27425",3,TRUE,FALSE,"csn","00-jan-00",1,"dist",NA,2,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,4,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,"talek",3,0.764705882352941,39.3,"adult",NA,"low","positive",1999-01-29,11.4,"cub","low","after","1",-0.851147391377898
"184",3594,"t27425",3,TRUE,FALSE,"hg","00-jan-00",1,"dist",NA,2,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,3,"f","r","dj","zip","1","1",1993-03-29,NA,NA,2003-01-22,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",9,0.0588235294117647,104.3,"adult",NA,"low","positive",1999-08-17,83,"adult","low","after","1",-0.851147391377898
"185",3639,"t27425",3,TRUE,FALSE,"bp","00-jan-00",1,"wan/snf",NA,1,FALSE,NA,"lioness feeding","talek","k",2001-05-27,"06:46:00","08:06:00",2001,5,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1997-07-15,NA,"adult",NA,"after","1",-0.887646463392456
"186",3647,"t27425",3,TRUE,FALSE,"vgs","00-jan-00",5,"dist",NA,75,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",1.81328486568487
"187",3809,"t58038",3,TRUE,FALSE,"ldv","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","d",2006-06-04,"06:15:00","08:02:00",2006,3,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,102.3,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.559154815261429
"188",3872,"t6564",3,FALSE,FALSE,"jab","00-jan-00",1,"bo","lion",5,FALSE,NA,"in response to lion chase","talek","o",1994-02-17,"07:46:00","08:15:00",1994,2,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",3,0.826086956521739,24.5,"adult","low","low","positive",1992-12-08,10.2,"cub","low","after","1",-0.741650175334222
"189",3873,"t6564",3,FALSE,FALSE,"coch","00-jan-00",1,"bo","lion",5,FALSE,NA,"in response to lion chase","talek","o",1994-02-17,"07:46:00","08:15:00",1994,2,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-09-02,"dead","lions",1985-02-01,NA,"talek",NA,NA,NA,"talek",7,0.478260869565217,108.5,"adult","low","low","positive",1993-12-15,106.4,"adult","low","after","1",-0.741650175334222
"190",3949,"t5237",3,TRUE,FALSE,"quai","00-jan-00",1,"dist",NA,20,FALSE,NA,NA,"talek","k",1993-04-05,"06:33:00","07:45:00",1993,2,"m","i",NA,NA,NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1990-12-28,NA,"adult",NA,"after","1",-0.194164095115844
"191",3983,"t84963",2,FALSE,FALSE,"tnks","00-jan-00",1,"dist",NA,50,FALSE,NA,NA,"talek","d",2013-12-24,"19:00:00","19:58:00",2013,1,"f","r","alfe",NA,"0",NA,2014-01-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2013-03-15,NA,"talek",2013-11-27,NA,NA,NA,NA,NA,9.3,"cub","hi","hi","doubtful",2014-08-08,16.8,"subadult","hi","before","0",-0.329106015059403
"192",4003,"t84963",2,FALSE,FALSE,"atac","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,3,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,"talek",5,0.829787234042553,58.2,"adult","hi","hi","positive",2012-06-13,39.9,"adult",NA,"after","1",-0.887646463392456
"193",4004,"t84963",2,FALSE,FALSE,"buar","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,4,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,"talek",2,0.957446808510638,48.2,"adult","hi","hi","positive",2012-05-26,29.2,"adult",NA,"after","1",-0.887646463392456
"194",4005,"t84963",2,FALSE,FALSE,"hel","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,4,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",1,1,94.7,"adult","hi","hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.887646463392456
"195",4030,"t38121",2,TRUE,FALSE,"csn","00-jan-00",1,"fds",NA,1,FALSE,"zebra","feeding with 5 lionesses (scan)","talek","k",2003-05-20,"19:12:00","19:40:00",2003,3,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,"talek",6,0.375,63.1,"adult",NA,"low","positive",1999-01-29,11.4,"cub","low","after","1",-0.887646463392456
"196",4031,"t38121",2,TRUE,FALSE,"mrph","00-jan-00",1,"fds",NA,1,FALSE,"zebra","feeding with 5 lionesses (scan)","talek","k",2003-05-20,"19:12:00","19:40:00",2003,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,82.8,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.887646463392456
"197",4032,"t38121",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.559154815261429
"198",4049,"t38121",2,TRUE,FALSE,"vgs","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",-0.0116687350430516
"199",4217,"t49685",2,TRUE,FALSE,"dub","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,3,"m","i",NA,NA,NA,NA,NA,NA,NA,2016-06-05,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-10-19,NA,"adult",NA,"after","1",-0.887646463392456
"200",4220,"t49685",2,TRUE,FALSE,"ldv","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,83.1,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.887646463392456
"201",4223,"t49685",2,TRUE,FALSE,"mig","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.887646463392456
"202",4225,"t49685",2,TRUE,FALSE,"mrph","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,10,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,100.1,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.887646463392456
"203",4417,"t8820",2,TRUE,FALSE,"kip","00-jan-00",1,"whoop",NA,40,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,NA,NA,NA,20.4,"subadult","low","low","positive",1994-12-18,12.3,"subadult","low","after","1",0.768640153804022
"204",4419,"t8820",2,TRUE,FALSE,"mh","00-jan-00",1,"scan",NA,30,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","bb",NA,"1","1",1995-01-26,NA,NA,NA,NA,NA,1994-06-22,NA,"talek",1995-12-30,NA,NA,NA,NA,NA,14.1,"subadult","low","low","positive",1995-03-06,8.4,"cub","low","after","1",0.331100055305838
