"","plate","spratio","diagnosis","hum.pop.den","sample","kay.code","hy.id","dart.date","sample.origin","notes.appearance","dart.year","dob.date","dob.event.data","disappeared.date","disappeared.event.status","disappeared.event.data","sex","status","mom","dad","number.littermates","litrank","toxo.status","age.mon.dart","dob.yr","age.cat.dart","hum.dist.dob","rank.dart","stan.rank.dart"
"124","plate4",0.1,"negative","low",4373,"128","irq",1994-09-25,"blood","edta",1994,1994-01-10,"talek",1996-10-13,"dls","dispersed","m","r","coch",NA,"1",NA,"0",8.5,1994,"cub","low",7,0.478260869565217
"125","plate4",0.12,"negative","low",13399,"137","wm",1995-02-09,"blood","cream; normal",1995,1994-07-07,"talek",1995-03-13,"dead","disease","f","r","jab",NA,"1","1","0",7.1,1994,"cub","low",5,0.724137931034483
"126","plate4",0.81,"positive","low",12163,"138","zulu",1995-02-10,"blood","cream; normal",1995,1994-05-01,"talek",1997-08-31,"dead","lions","m","r","pt",NA,"1","2","1",9.4,1994,"cub","low",14,0.103448275862069
"127","plate4",0.1,"negative","low",3982,"139","wr",1995-02-12,"blood","p frozen at top but not much",1995,1994-06-22,"talek",2007-02-25,"dls","inferred dead","f","r","bb","rcn","1","2","0",7.7,1994,"cub","low",6,0.655172413793103
"128","plate4",0.62,"positive","low",7778,"140","mh",1995-03-06,"blood",NA,1995,1994-06-22,"talek",1996-03-12,"","","f","r","bb",NA,"1","1","1",8.4,1994,"cub","low",6,0.655172413793103
"129","plate4",0.27,"negative","low",12144,"145","mp",1995-04-10,"blood","slightly pink",1995,1994-07-23,"talek",2013-07-13,"dls","inferred dead","f","r","dj","bag","1","1","0",8.6,1994,"cub","low",8,0.517241379310345
"130","plate4",0.1,"negative","low",3755,"146","dd",1995-04-13,"blood",NA,1995,1994-07-23,"talek",2000-10-17,"dls","dispersed","m","r","dj","bag","1","2","0",8.7,1994,"cub","low",8,0.517241379310345
"131","plate4",0.6,"positive","low",5525,"160","amar",1995-10-25,"blood",NA,1995,1995-01-25,"talek",2003-06-13,"dls","inferred dead","f","r","ua","fn","1","1","1",9,1995,"cub","low",17,-0.103448275862069
"132","plate4",0.14,"negative","low",5535,"161","kon",1995-11-02,"blood",NA,1995,1995-01-25,"talek",2000-06-16,"dls","dispersed","m","r","ua",NA,"1","2","0",9.2,1995,"cub","low",17,-0.103448275862069
"133","plate4",0.54,"positive","low",5541,"169","jone",1996-06-08,"blood",NA,1996,1995-08-01,"talek",1997-05-25,"dls","inferred dead","f","r","jab","fn","1","1","1",10.2,1995,"cub","low",6,0.655172413793103
"134","plate4",0.03,"negative","low",5662,"170","rinc",1996-06-08,"blood","frozen on side",1996,1995-08-01,"talek",1997-05-09,"dls","inferred dead","m","r","jab","fn","1","2","0",10.2,1995,"cub","low",6,0.655172413793103
"135","plate4",0.57,"positive","low",6592,"197","mrph",1997-06-07,"blood",NA,1997,1996-06-25,"talek",2011-04-10,"dead","lions","f","r","bsh",NA,"1","1","1",11.4,1996,"cub","low",1,1
"136","plate4",0.44,"doubtful","low",7338,"20","rv",1990-12-07,"blood","edta",1990,1990-05-15,"talek",1997-04-27,"dls","fate unknown","f","r","gw","1019","1","1","0",6.8,1990,"cub","low",11,0
"137","plate4",0.15,"negative","low",5038,"205","kang",1997-06-09,"blood",NA,1997,1996-10-07,"talek",1998-02-15,"dls","inferred dead","m","r","lg",NA,"1","1","0",8,1996,"cub","low",26,-0.785714285714286
"138","plate4",0.6,"positive","low",5035,"206","gonz",1997-06-09,"blood",NA,1997,1996-09-06,"talek",1999-03-20,"dls","dispersed","m","r","hob","tz","0",NA,"1",9.1,1996,"cub","low",24,-0.642857142857143
"139","plate4",0.05,"negative","low",5019,"207","nod",1997-06-11,"blood",NA,1997,1996-10-13,"talek",2001-02-15,"dls","dispersed","m","r","ua","mike","1","2","0",7.9,1996,"cub","low",19,-0.285714285714286
"140","plate4",0.51,"positive","low",5043,"208","darw",1997-06-11,"blood",NA,1997,1996-07-01,"talek",2002-07-05,"dls","","m","r","jb","fa","0",NA,"1",11.3,1996,"cub","low",3,0.857142857142857
"141","plate4",0.09,"negative","low",7584,"211","linc",1997-06-30,"blood",NA,1997,1996-10-23,"talek",2001-01-05,"dls","dispersed","m","r","nav","mike","1","1","0",8.2,1996,"cub","low",15,0
"142","plate4",0.4,"negative","low",7608,"212","wash",1997-06-30,"blood",NA,1997,1996-10-23,"talek",1997-08-27,"dead","humans","m","r","nav","mike","1","2","0",8.2,1996,"cub","low",15,0
"143","plate4",0.17,"negative","low",5470,"213","mali",1997-07-04,"blood",NA,1997,1996-10-13,"talek",2006-01-13,"dls","inferred dead","f","r","jab",NA,"1","2","0",8.7,1996,"cub","low",8,0.5
"144","plate4",0.38,"negative","low",4358,"216","dna",1997-11-07,"blood",NA,1997,1996-12-23,"talek",1999-12-09,"dls","dispersed","m","r","gil",NA,"1","1","0",10.5,1996,"cub","low",4,0.785714285714286
"145","plate4",0.34,"negative","low",3811,"231","puc",1998-03-14,"blood",NA,1998,1997-06-01,"talek",2006-12-23,"dls","inferred dead","f","r","ger","fn","1","1","0",9.4,1997,"cub","low",15,0
"146","plate4",1.04,"positive","low",5401,"249","csn",1999-01-29,"blood","frozen on side",1999,1998-02-15,"talek",2005-05-03,"dead","lions","f","r","bsh","fn","0",NA,"1",11.4,1998,"cub","low",1,1
"147","plate4",0.1,"negative","low",5344,"258","her",1999-08-11,"blood",NA,1999,1998-11-20,"talek",2003-01-10,"dls","","m","r","mrph",NA,"1","2","0",8.7,1998,"cub","low",2,0.933333333333333
"148","plate4",0.08,"negative","low",5330,"259","sch",1999-06-24,"blood",NA,1999,1998-11-20,"talek",2000-04-04,"dead","lions","m","r","ua","mig","1","2","0",7.1,1998,"cub","low",20,-0.266666666666667
"149","plate4",0.64,"positive","low",4616,"262","cpa",1999-07-04,"blood",NA,1999,1998-11-18,"talek",2002-02-09,"dls","dispersed","m","r","sx","gob","0",NA,"1",7.5,1998,"cub","low",18,-0.133333333333333
"150","plate5",0.02,"negative","low",4303,"263","tsa",1999-07-04,"blood",NA,1999,1998-12-10,"talek",2001-08-02,"dls","inferred dead","m","r","par",NA,"0",NA,"0",6.8,1998,"cub","low",26,-0.666666666666667
"151","plate5",0.16,"negative","low",4581,"267","jut",1999-07-11,"blood","frozen on side",1999,1998-11-30,"talek",2003-11-24,"dls","inferred dead","f","r","ger","pos","1","1","0",7.3,1998,"cub","low",14,0.133333333333333
"152","plate5",0.16,"negative","low",4607,"268","gdz",1999-07-21,"blood","edta",1999,1998-12-03,"talek",2000-09-29,"dls","inferred dead","m","r","kip","tz","1","2","0",7.6,1998,"cub","low",7,0.6
"153","plate5",0.07,"negative","low",4671,"271","ind",1999-10-04,"blood","edta",1999,1998-12-02,"talek",2002-08-18,"dls","dispersed","m","r","bail","chas","1","1","0",10.1,1998,"cub","low",22,-0.4
"154","plate5",0.1,"negative","low",4660,"272","coo",1999-09-12,"blood",NA,1999,1998-12-03,"talek",2005-12-07,"dead","croc?","f","r","kip","tz","1","1","0",9.3,1998,"cub","low",7,0.6
"155","plate5",0.07,"negative","low",4652,"275","cam",1999-09-21,"blood",NA,1999,1998-11-21,"talek",2006-10-23,"dls","inferred dead","f","r","jj","zig","1","1","0",10,1998,"cub","low",12,0.266666666666667
"156","plate5",0.51,"positive","low",4046,"283","zim",1999-11-07,"blood",NA,1999,1998-11-29,"talek",2002-12-12,"dls","inferred dead","f","r","cr","zig","1","1","1",11.3,1998,"cub","low",19,-0.2
"157","plate5",0.71,"positive","low",4077,"290","cyp",1999-12-18,"blood","collected from dead hyena",1999,1999-05-13,"talek",1999-12-18,"dead","lions","m","r","bern",NA,"1","1","1",7.2,1999,"cub","low",31,-1
"158","plate5",0.09,"negative","low",5765,"71","pt",1991-11-13,"blood",NA,1991,1991-04-01,"talek",1996-06-11,"dls","inferred dead","f","r","coch","1019","1",NA,"0",7.4,1991,"cub","low",5,0.6
"159","plate5",0.01,"negative","low",5808,"74","who",1991-11-27,"blood",NA,1991,1991-07-07,"talek",2006-12-21,"","","f","r","bsh","zip","0","1","0",4.7,1991,"cub","low",1,1
"160","plate5",0.05,"negative","low",5799,"76","hob",1992-06-14,"blood",NA,1992,1991-07-20,"talek",1999-05-06,"dls","inferred dead","f","r","es","int","1","2","0",10.8,1991,"cub","low",16,-0.666666666666667
"161","plate5",0.16,"negative","low",6136,"82","ger",1993-07-12,"blood","frozen on side",1993,1992-11-07,"talek",2005-06-02,"dead","humans","f","r","coch","en","1","1","0",8.1,1992,"cub","low",5,0.6
"162","plate5",0.7,"positive","low",6141,"83","bern",1993-07-19,"blood",NA,1993,1992-10-01,"talek",2000-09-04,"dls","lions","f","r","lg","hol","0","1","1",9.6,1992,"cub","low",20,-0.9
"163","plate5",0.13,"negative","low",4712,"89","gol",1992-05-26,"blood","no hyena id on vial",1992,1991-07-20,"talek",2001-03-14,"dead","humans (speared)","f","r","es","fn","1","1","0",10.2,1991,"cub","low",16,-0.666666666666667
"164","plate5",0.82,"positive","low",12138,"96","jab",1992-12-08,"blood","cream; normal",1992,1992-02-02,"talek",1998-04-26,"dls","inferred dead","f","r","bb",NA,"1",NA,"1",10.2,1992,"cub","low",2,0.888888888888889
"165","plate5",0.62,"positive","low",4883,"98","krk",1992-12-09,"blood",NA,1992,1992-01-10,"talek",1994-02-06,"dls","dispersed","m","r","kb","mrb","1","1","1",11,1992,"cub","low",3,0.777777777777778
"166","plate5",0.36,"negative","low",5392,"248","whh",1999-02-22,"blood","edta",1999,1998-02-28,"talek",2004-10-22,"dead","","f","r","nav","zig","0",NA,"0",11.8,1998,"cub","low",17,-0.0666666666666667
