"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dob.date","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared.date","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","age.mon.lion","age.cat.lion","hum.dist.lion","rank","stan.rank.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"172",3511,"t9114",3,TRUE,FALSE,"bsh","00-jan-00",2,"dist",NA,20,FALSE,NA,"st/lk lion","talek","k",1996-03-08,"07:28:00","08:30:00",1996,7,"f","r","kb",NA,NA,NA,1983-01-01,"","talek",NA,"",1983-01-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",NA,"",158.2,"adult","low",1,1,"low","positive",1994-05-02,136,"adult","low","after","1",-0.171264554943621
"173",3526,"t9114",3,TRUE,FALSE,"fn","00-jan-00",1,"dist",NA,60,FALSE,NA,NA,"talek","k",1996-03-08,"07:28:00","08:30:00",1996,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1990-12-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1991-07-11,NA,"adult",NA,"after","1",1.31324381725491
"174",3531,"t9114",3,TRUE,FALSE,"bb","00-jan-00",1,"dist",NA,40,FALSE,NA,"wan/snf","talek","k",1996-03-08,"07:28:00","08:30:00",1996,3,"f","r","bsh",NA,"1","1",1989-07-13,"","talek",NA,"",1989-08-11,"","",NA,"",1990-03-13,"","","1.5","",1990-05-21,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-12-29,"dead","humans (spear)",NA,"",79.8,"adult","low",7,0.586206896551724,"low","positive",1993-12-08,52.9,"adult","low","after","1",0.570989631155646
"175",3558,"t27425",3,TRUE,FALSE,"sein","00-jan-00",1,"fds",NA,30,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,5,"f","r","bsh","rcn","1","2",1995-03-22,"","talek",NA,"",1995-05-06,"","",NA,"",1995-12-03,"","","0.5","",1996-04-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-03-09,"dead","humans (masai?)",NA,"date is when collar is found, no body is ever found. dls alive: 25-feb-02",74.2,"adult",NA,4,0.647058823529412,"low","positive",1997-07-16,27.8,"adult","low","after","1",0.199862538106013
"176",3559,"t27425",3,TRUE,FALSE,"mig","00-jan-00",2,"scan",NA,1,FALSE,NA,"""by lioness""","talek","k",2001-05-27,"06:46:00","08:06:00",2001,13,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult",NA,NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.876406031737924
"177",3594,"t27425",3,TRUE,FALSE,"hg","00-jan-00",1,"dist",NA,2,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,3,"f","r","dj","zip","1","1",1992-09-15,"","talek",NA,"",1992-10-23,"","",NA,"",1993-03-29,"","","2","",1993-08-06,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2003-01-22,"dls","inferred dead",NA,"",104.3,"adult",NA,9,0.0588235294117647,"low","positive",1999-08-17,83,"adult","low","after","1",-0.83929332243296
"178",3639,"t27425",3,TRUE,FALSE,"bp","00-jan-00",1,"wan/snf",NA,1,FALSE,NA,"lioness feeding","talek","k",2001-05-27,"06:46:00","08:06:00",2001,5,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-04-15,"dls","dispersed",NA,"",NA,"adult",NA,NA,NA,"low","positive",1997-07-15,NA,"adult",NA,"after","1",-0.876406031737924
"179",3647,"t27425",3,TRUE,FALSE,"vgs","00-jan-00",5,"dist",NA,75,FALSE,NA,NA,"talek","k",2001-05-27,"06:46:00","08:06:00",2001,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1997-08-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",1.86993445682936
"180",3809,"t58038",3,TRUE,FALSE,"ldv","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","d",2006-06-04,"06:15:00","08:02:00",2006,3,"m","r","hg","mer","1","2",1997-11-24,"","talek",NA,"",1997-12-19,"","",NA,"",1998-08-06,"","","0.5","",1999-03-13,"","","1.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2007-04-23,"dead","lions",NA,"estimated date of death from necropsy sheet. skull collected and mortality signal picked up 24-apr-07, dls alive 07-apr-07",102.3,"adult",NA,NA,NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.542391647993254
"181",3873,"t6564",3,FALSE,FALSE,"coch","00-jan-00",1,"bo","lion",5,FALSE,NA,"in response to lion chase","talek","o",1994-02-17,"07:46:00","08:15:00",1994,2,"f","r",NA,NA,NA,NA,1985-02-01,"","talek",NA,"",1985-02-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1995-09-02,"dead","lions",NA,"found dead on 3-sep-95, this is estimation of death",108.5,"adult","low",7,0.478260869565217,"low","positive",1993-12-15,106.4,"adult","low","after","1",-0.72795519451807
"182",3923,"t5237",3,TRUE,FALSE,"chy","00-jan-00",1,"flw","lion",10,FALSE,NA,NA,"talek","k",1993-04-05,"06:33:00","07:45:00",1993,2,"m","r","coch",NA,"1","2",1989-10-14,"","talek",NA,"",1989-11-21,"","",NA,"",1990-04-25,"","","0.5","",1991-01-15,"","",NA,"",1993-07-30,"dispersal","unknown",NA,"",NA,NA,NA,NA,NA,1997-03-05,"dls","",NA,"",41.7,"adult","low",NA,NA,"low","negative",1991-11-29,25.5,"adult","low","after","0",-0.542391647993254
"183",3932,"t5728",3,TRUE,FALSE,"zip","00-jan-00",2,"feed",NA,25,FALSE,NA,NA,"talek","k",1993-07-29,"06:33:00","08:07:00",1993,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1989-11-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1994-04-21,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1992-04-11,NA,"adult",NA,"after","0",0.014298991581196
"184",3949,"t5237",3,TRUE,FALSE,"quai","00-jan-00",1,"dist",NA,20,FALSE,NA,NA,"talek","k",1993-04-05,"06:33:00","07:45:00",1993,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1988-09-05,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1990-12-28,NA,"adult",NA,"after","1",-0.171264554943621
"185",3964,"t5237",3,TRUE,FALSE,"coch","00-jan-00",1,"dist",NA,20,FALSE,NA,NA,"talek","k",1993-04-05,"06:33:00","07:45:00",1993,1,"f","r",NA,NA,NA,NA,1985-02-01,"","talek",NA,"",1985-02-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1995-09-02,"dead","lions",NA,"found dead on 3-sep-95, this is estimation of death",98.1,"adult","low",5,0.6,"low","positive",1993-12-15,106.4,"adult","low","before","1",-0.171264554943621
"186",3965,"t5237",3,TRUE,FALSE,"ua","00-jan-00",1,"dist",NA,20,FALSE,NA,NA,"talek","k",1993-04-05,"06:33:00","07:45:00",1993,1,"f","r","79",NA,"0","1",1987-03-01,"","talek",NA,"",1987-08-01,"","",NA,"",NA,"","",NA,"",1988-08-19,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-05-05,"dls","lions",NA,"",73.2,"adult","low",9,0.2,"low","positive",1994-06-26,87.8,"adult","low","before","1",-0.171264554943621
"187",4003,"t84963",2,FALSE,FALSE,"atac","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,3,"f","r","hel",NA,"1","2",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-10-18,"","","2","",2009-07-15,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",58.2,"adult","hi",5,0.829787234042553,"hi","positive",2012-06-13,39.9,"adult",NA,"after","1",-0.876406031737924
"188",4004,"t84963",2,FALSE,FALSE,"buar","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,4,"f","r","hel",NA,"1","2",2009-12-18,"","talek",NA,"",2010-01-30,"","",NA,"",2010-08-03,"","","0.5","",2010-06-27,"","","4.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",48.2,"adult","hi",2,0.957446808510638,"hi","positive",2012-05-26,29.2,"adult",NA,"after","1",-0.876406031737924
"189",4005,"t84963",2,FALSE,FALSE,"hel","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,4,"f","r","mrph",NA,NA,NA,2006-02-01,"","talek",NA,"",2006-06-08,"","",NA,"",2006-11-11,"","","1","",2006-12-30,"","","19.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",94.7,"adult","hi",1,1,"hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.876406031737924
"190",4006,"t84963",2,FALSE,FALSE,"twst","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,5,"f","r","adon",NA,"0",NA,2011-03-03,"","talek",NA,"",2011-05-12,"","",NA,"",2011-11-19,"","","1.5","",2012-05-30,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-03-30,"dls","double check: alive but with disappeared date",NA,"",33.7,"adult","hi",16,0.361702127659574,"hi","negative",2012-05-07,14.2,"subadult",NA,"after","0",-0.876406031737924
"191",4028,"t62413",2,TRUE,FALSE,"roos","00-jan-00",1,"run",NA,30,FALSE,NA,"response to lions app","talek","k",2008-04-14,"06:07:00","06:33:00",2008,1,"f","r","nav",NA,NA,NA,2007-03-02,"","talek",NA,"",2007-10-13,"","",NA,"",NA,"","",NA,"",2008-07-24,"","","1.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",13.4,"subadult",NA,NA,NA,"hi","positive",2013-06-07,75.2,"adult",NA,"before","1",0.340380378422811
"192",4032,"t38121",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult",NA,NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.542391647993254
"193",4049,"t38121",2,TRUE,FALSE,"vgs","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1997-08-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",0.014298991581196
"194",4064,"t50126",2,TRUE,FALSE,"ali","00-jan-00",1,"scan",NA,75,FALSE,NA,"three lionesses so","talek","k",2004-11-27,"06:17:00","07:24:00",2004,2,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",87.8,"adult",NA,7,0.2,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",1.86993445682936
"195",4178,"t21418",2,TRUE,FALSE,"sco","00-jan-00",1,"scan",NA,20,FALSE,NA,"scan","talek","k",1999-12-25,"06:41:00","06:56:00",1999,2,"m","r","hob","mike","1",NA,1997-12-15,"","talek",NA,"",1998-03-23,"","",NA,"",1998-10-14,"","",NA,"dengrad info not in table, instead taken from tblhyenas",1998-10-18,"","","3","",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-07-24,"dls","dispersed",NA,"",24.3,"adult","low",NA,NA,"low","doubtful",1999-10-25,22.3,"subadult","low","after","0",-0.171264554943621
"196",4207,"t49685",2,TRUE,FALSE,"ali","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,10,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",86.8,"adult",NA,7,0.2,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",-0.876406031737924
"197",4217,"t49685",2,TRUE,FALSE,"dub","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,3,"m","i",NA,NA,NA,NA,NA,"","",NA,"",1999-02-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",1999-02-27,"dispersal","talek",NA,"",2002-05-01,"fission","talek.e",NA,"",2016-06-04,"dead","lions",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-10-19,NA,"adult",NA,"after","1",-0.876406031737924
"198",4220,"t49685",2,TRUE,FALSE,"ldv","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","r","hg","mer","1","2",1997-11-24,"","talek",NA,"",1997-12-19,"","",NA,"",1998-08-06,"","","0.5","",1999-03-13,"","","1.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2007-04-23,"dead","lions",NA,"estimated date of death from necropsy sheet. skull collected and mortality signal picked up 24-apr-07, dls alive 07-apr-07",83.1,"adult",NA,NA,NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.876406031737924
"199",4223,"t49685",2,TRUE,FALSE,"mig","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult",NA,NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.876406031737924
"200",4417,"t8820",2,TRUE,FALSE,"kip","00-jan-00",1,"whoop",NA,40,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","who","fn","1","1",1993-12-10,"","talek",NA,"",1993-12-15,"","",NA,"",1994-08-23,"","","2","",1994-09-10,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-09-26,"dls","inferred dead",NA,"",20.4,"subadult","low",NA,NA,"low","positive",1994-12-18,12.3,"subadult","low","after","1",0.816280852897086
"201",4434,"t82122",2,FALSE,FALSE,"ted","00-jan-00",1,"scan",NA,15,FALSE,NA,"scan - lioness watching ted","talek","o",2013-05-03,"07:48:00","08:02:00",2013,1,"f","r","aqua",NA,"1","2",2010-10-30,"","talek",NA,"",2011-01-22,"","",NA,"",2011-05-25,"","","1","",2011-07-18,"","","3.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,2018-03-25,"dls","double check: alive but with disappeared date",NA,"",30.1,"adult","hi",14,0.446808510638298,"hi","positive",2012-05-24,18.8,"subadult",NA,"after","1",-0.356828101468437
"202",4535,"t11175",2,TRUE,FALSE,"lg","00-jan-00",1,"scan",NA,6,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","11",NA,NA,NA,1982-06-01,"","talek",NA,"",1982-06-01,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-04-16,"dls","inferred dead",NA,"",176.3,"adult","low",26,-0.785714285714286,"low","positive",1994-06-28,144.9,"adult","low","after","1",-0.690842485213107
"203",4538,"t11175",2,TRUE,FALSE,"tz","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1993-07-05,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2000-02-18,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1993-08-11,NA,"adult",NA,"after","1",-0.542391647993254
"204",4543,"t11175",2,TRUE,FALSE,"bb","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","bsh",NA,"1","1",1989-07-13,"","talek",NA,"",1989-08-11,"","",NA,"",1990-03-13,"","","1.5","",1990-05-21,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-12-29,"dead","humans (spear)",NA,"",90.9,"adult","low",9,0.428571428571429,"low","positive",1993-12-08,52.9,"adult","low","after","1",-0.542391647993254
"205",4549,"t11175",2,TRUE,FALSE,"sein","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"f","r","bsh","rcn","1","2",1995-03-22,"","talek",NA,"",1995-05-06,"","",NA,"",1995-12-03,"","","0.5","",1996-04-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-03-09,"dead","humans (masai?)",NA,"date is when collar is found, no body is ever found. dls alive: 25-feb-02",22.7,"subadult","low",2,0.928571428571429,"low","positive",1997-07-16,27.8,"adult","low","before","1",-0.516240475630883
"206",4551,"t11175",2,TRUE,FALSE,"lop","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"f","r","who",NA,"0",NA,1995-02-15,"","talek",NA,"",1995-03-27,"","",NA,"",1995-12-09,"","","1","",1995-11-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1997-03-01,"dead","",NA,"",23.8,"subadult","low",6,0.642857142857143,"low","doubtful",1996-02-26,12.4,"subadult","low","after","0",-0.849370807762875
"207",4552,"t11175",2,TRUE,FALSE,"ua","00-jan-00",1,"scan",NA,3,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","79",NA,"0","1",1987-03-01,"","talek",NA,"",1987-08-01,"","",NA,"",NA,"","",NA,"",1988-08-19,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-05-05,"dls","lions",NA,"",119.3,"adult","low",19,-0.285714285714286,"low","positive",1994-06-26,87.8,"adult","low","after","1",-0.802180613127997
"208",4553,"t11175",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",-0.72795519451807
"209",4556,"t11175",2,TRUE,FALSE,"bp","00-jan-00",1,"scan",NA,20,FALSE,NA,"btw the two lions--lions are 40m apart","talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-06-18,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2002-04-15,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-15,NA,"adult",NA,"before","1",-0.171264554943621
"210",4557,"t11175",2,TRUE,FALSE,"sks","00-jan-00",1,"fds",NA,30,FALSE,"carcass scrap",NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","r","ot","rcn","1","2",1995-10-16,"","talek",NA,"",1995-11-25,"","",NA,"",1996-05-30,"","","1.5","",1997-07-15,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-04-21,"dls","dispersed",NA,"",15.8,"subadult","low",NA,NA,"low","positive",1997-07-31,21.5,"subadult","low","before","1",0.340380378422811
"211",4559,"t11175",2,TRUE,FALSE,"fn","00-jan-00",1,"scan",NA,17,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1990-12-03,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.282602682858511
"212",4564,"t11175",2,TRUE,FALSE,"mike","00-jan-00",1,"dist",NA,30,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-03-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,1997-11-19,"dead","lions",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1994-06-10,NA,"adult",NA,"after","0",0.199862538106013
"213",4583,"t16391",2,TRUE,FALSE,"ua","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"f","r","79",NA,"0","1",1987-03-01,"","talek",NA,"",1987-08-01,"","",NA,"",NA,"","",NA,"",1988-08-19,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-05-05,"dls","lions",NA,"",141.7,"adult","low",19,-0.285714285714286,"low","positive",1994-06-26,87.8,"adult","low","after","1",-0.876406031737924
"214",4584,"t16391",2,TRUE,FALSE,"stg","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1995-01-30,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-09-20,"dls","dispersed",NA,"",NA,"adult","low",NA,NA,"low","positive",1997-07-02,NA,"adult",NA,"after","1",-0.876406031737924
"215",4588,"t78832",2,FALSE,FALSE,"hel","00-jan-00",1,"dist",NA,50,FALSE,NA,"lions are spice and yorn","talek","o",2012-10-03,"19:05:00","19:22:00",2012,1,"f","r","mrph",NA,NA,NA,2006-02-01,"","talek",NA,"",2006-06-08,"","",NA,"",2006-11-11,"","","1","",2006-12-30,"","","19.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",80,"adult","hi",2,0.96,"hi","positive",2012-05-06,75.1,"adult",NA,"after","1",0.942116724205279
"216",4591,"t78832",2,FALSE,FALSE,"alde","00-jan-00",2,"eb hb app","lions",10,FALSE,NA,NA,"talek","o",2012-10-03,"19:05:00","19:22:00",2012,4,"m","r","loki",NA,"1","1",2010-11-01,"","talek",NA,"",2010-12-13,"","",NA,"",2011-06-08,"","","1","",2011-08-10,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2013-03-21,"dls","dispersed",NA,"",23.1,"subadult","hi",NA,NA,"hi","positive",2012-04-30,17.9,"subadult",NA,"after","1",-0.611420570525738
"217",4594,"t78832",2,FALSE,FALSE,"amaz","00-jan-00",1,"mob","lions",10,TRUE,NA,"response: 1 lion paws ground","talek","o",2012-10-03,"19:05:00","19:22:00",2012,3,"f","r","hel",NA,"1","1",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-11-19,"","","5.5","",2009-09-29,"","","15","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",43.6,"adult","hi",4,0.88,"hi","positive",2012-06-16,40,"adult",NA,"after","1",-0.542391647993254
"218",4599,"t78832",2,FALSE,FALSE,"mgta","00-jan-00",1,"scan",NA,7,FALSE,NA,"scan","talek","o",2012-10-03,"19:05:00","19:22:00",2012,3,"f","r","mos",NA,"1","1",2009-01-10,"","talek",NA,"",2009-02-17,"","",NA,"",2009-08-05,"","","1.5","",2009-10-09,"","","8.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2019-05-30,"dls","",NA,"",44.7,"adult","hi",13,0.52,"hi","doubtful",2012-04-11,39,"adult",NA,"after","0",-0.653729775908144
"219",4604,"t78832",2,FALSE,FALSE,"atac","00-jan-00",1,"dist",NA,10,FALSE,NA,"joins group","talek","o",2012-10-03,"19:05:00","19:22:00",2012,2,"f","r","hel",NA,"1","2",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-10-18,"","","2","",2009-07-15,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",43.6,"adult","hi",7,0.76,"hi","positive",2012-06-13,39.9,"adult",NA,"after","1",-0.542391647993254
"220",4648,"t30255",2,TRUE,FALSE,"ali","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",51.9,"adult",NA,5,0.529411764705882,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",0.570989631155646
