"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","age.mon.lion","age.cat.lion","hum.dist.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","diagnosis.time","toxo.status"
"188",4004,"t84963",2,FALSE,FALSE,"buar","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,4,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,48.2,"adult","hi","hi","positive",2012-05-26,29.2,"adult","after","1"
"189",4005,"t84963",2,FALSE,FALSE,"hel","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,4,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,94.7,"adult","hi","hi","positive",2012-05-06,75.1,"adult","after","1"
"190",4006,"t84963",2,FALSE,FALSE,"twst","00-jan-00",4,"mob",NA,1,TRUE,NA,"chase lions into thickest","talek","d",2013-12-24,"19:00:00","19:58:00",2013,5,"f","r","adon",NA,"0",NA,2011-11-19,NA,NA,2018-03-30,"dls","double check: alive but with disappeared date",2011-03-03,NA,"talek",2012-05-30,NA,NA,33.7,"adult","hi","hi","negative",2012-05-07,14.2,"subadult","after","0"
"191",4028,"t62413",2,TRUE,FALSE,"roos","00-jan-00",1,"run",NA,30,FALSE,NA,"response to lions app","talek","k",2008-04-14,"06:07:00","06:33:00",2008,1,"f","r","nav",NA,NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",2007-03-02,NA,"talek",2008-07-24,NA,NA,13.4,"subadult",NA,"hi","positive",2013-06-07,75.2,"adult","before","1"
"192",4032,"t38121",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult","after","1"
"193",4049,"t38121",2,TRUE,FALSE,"vgs","00-jan-00",1,"dist",NA,25,FALSE,NA,NA,"talek","k",2003-05-20,"19:12:00","19:40:00",2003,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult","after","1"
"194",4064,"t50126",2,TRUE,FALSE,"ali","00-jan-00",1,"scan",NA,75,FALSE,NA,"three lionesses so","talek","k",2004-11-27,"06:17:00","07:24:00",2004,2,"f","r","bb","mike","1","1",1998-08-18,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",1997-08-04,NA,"talek",1998-06-21,NA,NA,87.8,"adult",NA,"low","doubtful",1999-04-26,20.7,"subadult","after","0"
"195",4178,"t21418",2,TRUE,FALSE,"sco","00-jan-00",1,"scan",NA,20,FALSE,NA,"scan","talek","k",1999-12-25,"06:41:00","06:56:00",1999,2,"m","r","hob","mike","1",NA,1998-10-14,NA,NA,NA,NA,NA,1997-12-15,NA,"talek",1998-10-18,NA,NA,24.3,"adult","low","low","doubtful",1999-10-25,22.3,"subadult","after","0"
"196",4207,"t49685",2,TRUE,FALSE,"ali","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,10,"f","r","bb","mike","1","1",1998-08-18,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",1997-08-04,NA,"talek",1998-06-21,NA,NA,86.8,"adult",NA,"low","doubtful",1999-04-26,20.7,"subadult","after","0"
"197",4217,"t49685",2,TRUE,FALSE,"dub","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,3,"m","i",NA,NA,NA,NA,NA,NA,NA,2016-06-04,"dead","lions",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-10-19,NA,"adult","after","1"
"198",4220,"t49685",2,TRUE,FALSE,"ldv","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-23,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,83.1,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","after","1"
"199",4223,"t49685",2,TRUE,FALSE,"mig","00-jan-00",1,"mob","lion",1,FALSE,NA,"one male lion remaiing on carcass","talek","k",2004-10-28,"06:03:00","08:02:00",2004,8,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult","after","1"
"200",4417,"t8820",2,TRUE,FALSE,"kip","00-jan-00",1,"whoop",NA,40,FALSE,NA,"scan","talek","k",1995-08-24,"06:15:00","06:38:00",1995,1,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,20.4,"subadult","low","low","positive",1994-12-18,12.3,"subadult","after","1"
"201",4434,"t82122",2,FALSE,FALSE,"ted","00-jan-00",1,"scan",NA,15,FALSE,NA,"scan - lioness watching ted","talek","o",2013-05-03,"07:48:00","08:02:00",2013,1,"f","r","aqua",NA,"1","2",2011-05-25,NA,NA,2018-03-25,"dls","double check: alive but with disappeared date",2010-10-30,NA,"talek",2011-07-18,NA,NA,30.1,"adult","hi","hi","positive",2012-05-24,18.8,"subadult","after","1"
"202",4535,"t11175",2,TRUE,FALSE,"lg","00-jan-00",1,"scan",NA,6,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","11",NA,NA,NA,NA,NA,NA,1999-04-16,"dls","inferred dead",1982-06-01,NA,"talek",NA,NA,NA,176.3,"adult","low","low","positive",1994-06-28,144.9,"adult","after","1"
"203",4538,"t11175",2,TRUE,FALSE,"tz","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1993-08-11,NA,"adult","after","1"
"204",4543,"t11175",2,TRUE,FALSE,"bb","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","bsh",NA,"1","1",1990-03-13,NA,NA,1998-12-29,"dead","humans (spear)",1989-07-13,NA,"talek",1990-05-21,NA,NA,90.9,"adult","low","low","positive",1993-12-08,52.9,"adult","after","1"
"205",4549,"t11175",2,TRUE,FALSE,"sein","00-jan-00",1,"scan",NA,12,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-03-09,"dead","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,22.7,"subadult","low","low","positive",1997-07-16,27.8,"adult","before","1"
"206",4551,"t11175",2,TRUE,FALSE,"lop","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"f","r","who",NA,"0",NA,1995-12-09,NA,NA,1997-03-01,"dead",NA,1995-02-15,NA,"talek",1995-11-15,NA,NA,23.8,"subadult","low","low","doubtful",1996-02-26,12.4,"subadult","after","0"
"207",4552,"t11175",2,TRUE,FALSE,"ua","00-jan-00",1,"scan",NA,3,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"f","r","79",NA,"0","1",NA,NA,NA,2001-05-05,"dls","lions",1987-03-01,NA,"talek",1988-08-19,NA,NA,119.3,"adult","low","low","positive",1994-06-26,87.8,"adult","after","1"
"208",4553,"t11175",2,TRUE,FALSE,"mig","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1994-09-20,NA,"adult","after","1"
"209",4556,"t11175",2,TRUE,FALSE,"bp","00-jan-00",1,"scan",NA,20,FALSE,NA,"btw the two lions--lions are 40m apart","talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-07-15,NA,"adult","before","1"
"210",4557,"t11175",2,TRUE,FALSE,"sks","00-jan-00",1,"fds",NA,30,FALSE,"carcass scrap",NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","r","ot","rcn","1","2",1996-05-30,NA,NA,NA,NA,NA,1995-10-16,NA,"talek",1997-07-15,NA,NA,15.8,"subadult","low","low","positive",1997-07-31,21.5,"subadult","before","1"
"211",4559,"t11175",2,TRUE,FALSE,"fn","00-jan-00",1,"scan",NA,17,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,2,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult","after","1"
"212",4564,"t11175",2,TRUE,FALSE,"mike","00-jan-00",1,"dist",NA,30,FALSE,NA,NA,"talek","k",1997-02-09,"06:35:00","07:20:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1997-11-19,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","doubtful",1994-06-10,NA,"adult","after","0"
"213",4583,"t16391",2,TRUE,FALSE,"ua","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"f","r","79",NA,"0","1",NA,NA,NA,2001-05-05,"dls","lions",1987-03-01,NA,"talek",1988-08-19,NA,NA,141.7,"adult","low","low","positive",1994-06-26,87.8,"adult","after","1"
"214",4584,"t16391",2,TRUE,FALSE,"stg","00-jan-00",1,"dist",NA,1,FALSE,NA,"no response to lions app, just st/lk","talek","k",1998-12-22,"05:52:00","06:37:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1997-07-02,NA,"adult","after","1"
"215",4588,"t78832",2,FALSE,FALSE,"hel","00-jan-00",1,"dist",NA,50,FALSE,NA,"lions are spice and yorn","talek","o",2012-10-03,"19:05:00","19:22:00",2012,1,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,80,"adult","hi","hi","positive",2012-05-06,75.1,"adult","after","1"
"216",4591,"t78832",2,FALSE,FALSE,"alde","00-jan-00",2,"eb hb app","lions",10,FALSE,NA,NA,"talek","o",2012-10-03,"19:05:00","19:22:00",2012,4,"m","r","loki",NA,"1","1",2011-06-08,NA,NA,NA,NA,NA,2010-11-01,NA,"talek",2011-08-10,NA,NA,23.1,"subadult","hi","hi","positive",2012-04-30,17.9,"subadult","after","1"
"217",4594,"t78832",2,FALSE,FALSE,"amaz","00-jan-00",1,"mob","lions",10,TRUE,NA,"response: 1 lion paws ground","talek","o",2012-10-03,"19:05:00","19:22:00",2012,3,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,43.6,"adult","hi","hi","positive",2012-06-16,40,"adult","after","1"
"218",4599,"t78832",2,FALSE,FALSE,"mgta","00-jan-00",1,"scan",NA,7,FALSE,NA,"scan","talek","o",2012-10-03,"19:05:00","19:22:00",2012,3,"f","r","mos",NA,"1","1",2009-08-05,NA,NA,2019-05-30,"dls",NA,2009-01-10,NA,"talek",2009-10-09,NA,NA,44.7,"adult","hi","hi","doubtful",2012-04-11,39,"adult","after","0"
"219",4604,"t78832",2,FALSE,FALSE,"atac","00-jan-00",1,"dist",NA,10,FALSE,NA,"joins group","talek","o",2012-10-03,"19:05:00","19:22:00",2012,2,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,43.6,"adult","hi","hi","positive",2012-06-13,39.9,"adult","after","1"
"220",4648,"t30255",2,TRUE,FALSE,"ali","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","bb","mike","1","1",1998-08-18,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",1997-08-04,NA,"talek",1998-06-21,NA,NA,51.9,"adult",NA,"low","doubtful",1999-04-26,20.7,"subadult","after","0"
"221",4649,"t30255",2,TRUE,FALSE,"ath","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","mrph",NA,"1","1",1999-07-19,NA,NA,2004-03-31,"dead","snake bite",1998-11-20,NA,"talek",1999-12-17,NA,NA,36.4,"adult",NA,"low","positive",1999-11-26,12.2,"subadult","after","1"
"222",4650,"t30255",2,TRUE,FALSE,"bp","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1997-07-15,NA,"adult","after","1"
"223",4655,"t30255",2,TRUE,FALSE,"foz","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,47.5,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","after","1"
"224",4657,"t30255",2,TRUE,FALSE,"hg","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"f","r","dj","zip","1","1",1993-03-29,NA,NA,2003-01-22,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,110.5,"adult",NA,"low","positive",1999-08-17,83,"adult","after","1"
"225",4659,"t30255",2,TRUE,FALSE,"ldv","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-23,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,48.2,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","after","1"
"226",4665,"t30255",2,TRUE,FALSE,"vgs","00-jan-00",1,"dist",NA,40,FALSE,NA,"lion fds","talek","k",2001-12-01,"18:45:00","19:31:00",2001,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult","after","1"
"227",4793,"t37838",2,TRUE,FALSE,"vgs","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",2003-04-13,"06:16:00","07:31:00",2003,3,"m","i",NA,NA,NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult","after","1"
"228",4811,"t84930",3,TRUE,FALSE,"bnt","00-jan-00",1,"fd",NA,50,FALSE,"cow carcass","lion on other cow carc","talek","k",2013-12-22,"07:10:00","08:28:00",2013,1,"f","r","mono",NA,"0",NA,2012-07-21,NA,NA,NA,"dls","double check: alive but with disappeared date",2011-09-25,NA,"talek",2012-09-20,NA,NA,26.9,"adult","hi","hi","negative",2013-05-07,19.4,"subadult","after","0"
"229",4851,"t84930",3,TRUE,FALSE,"atac","00-jan-00",2,"dist",NA,15,FALSE,NA,NA,"talek","k",2013-12-22,"07:10:00","08:28:00",2013,2,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,58.2,"adult","hi","hi","positive",2012-06-13,39.9,"adult","after","1"
"230",4852,"t84930",3,TRUE,FALSE,"juno","00-jan-00",3,"dist",NA,20,FALSE,NA,NA,"talek","k",2013-12-22,"07:10:00","08:28:00",2013,3,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,68.1,"adult","hi","hi","doubtful",2012-05-28,49.2,"adult","after","0"
"231",4955,"t37838",2,TRUE,FALSE,"ath","00-jan-00",1,"mob","lion",1,FALSE,NA,NA,"talek","k",2003-04-13,"06:16:00","07:31:00",2003,5,"f","r","mrph",NA,"1","1",1999-07-19,NA,NA,2004-03-31,"dead","snake bite",1998-11-20,NA,"talek",1999-12-17,NA,NA,52.7,"adult",NA,"low","positive",1999-11-26,12.2,"subadult","after","1"
"232",4956,"t37838",2,TRUE,FALSE,"ali","00-jan-00",1,"mob","lion",1,FALSE,NA,NA,"talek","k",2003-04-13,"06:16:00","07:31:00",2003,5,"f","r","bb","mike","1","1",1998-08-18,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",1997-08-04,NA,"talek",1998-06-21,NA,NA,68.3,"adult",NA,"low","doubtful",1999-04-26,20.7,"subadult","after","0"
"233",4957,"t37838",2,TRUE,FALSE,"foz","00-jan-00",1,"mob","lion",1,FALSE,NA,NA,"talek","k",2003-04-13,"06:16:00","07:31:00",2003,5,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,63.9,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","after","1"
"234",5014,"t38490",2,TRUE,FALSE,"ali","00-jan-00",1,"mob","lion",1,FALSE,NA,"rush and chase lion","talek","k",2003-06-30,"07:01:00","07:57:00",2003,6,"f","r","bb","mike","1","1",1998-08-18,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",1997-08-04,NA,"talek",1998-06-21,NA,NA,70.8,"adult",NA,"low","doubtful",1999-04-26,20.7,"subadult","after","0"
"235",5016,"t38490",2,TRUE,FALSE,"ath","00-jan-00",1,"mob","lion",1,FALSE,NA,"rush and chase lion","talek","k",2003-06-30,"07:01:00","07:57:00",2003,5,"f","r","mrph",NA,"1","1",1999-07-19,NA,NA,2004-03-31,"dead","snake bite",1998-11-20,NA,"talek",1999-12-17,NA,NA,55.3,"adult",NA,"low","positive",1999-11-26,12.2,"subadult","after","1"
"236",5020,"t38490",2,TRUE,FALSE,"foz","00-jan-00",1,"mob","lion",1,FALSE,NA,"rush and chase lion","talek","k",2003-06-30,"07:01:00","07:57:00",2003,4,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,66.5,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","after","1"
"237",5023,"t38490",2,TRUE,FALSE,"ldv","00-jan-00",1,"mob","lion",1,FALSE,NA,"rush and chase lion","talek","k",2003-06-30,"07:01:00","07:57:00",2003,7,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-23,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,67.1,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","after","1"
"238",5027,"t38490",2,TRUE,FALSE,"vgs","00-jan-00",1,"mob","lion",1,FALSE,NA,"rush and chase lion","talek","k",2003-06-30,"07:01:00","07:57:00",2003,4,"m","i",NA,NA,NA,NA,NA,NA,NA,2006-01-25,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult","after","1"
"239",5102,"t9888",2,TRUE,FALSE,"mike","00-jan-00",1,"scan",NA,100,FALSE,"subadult wildebeast carcass","lions fighting over carcass","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1997-11-19,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","doubtful",1994-06-10,NA,"adult","after","0"
"240",5105,"t9888",2,TRUE,FALSE,"tz","00-jan-00",1,"scan",NA,100,FALSE,"subadult wildebeast carcass","lions fighting over carcass","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,"adult","low","low","positive",1993-08-11,NA,"adult","after","1"
"241",5108,"t9888",2,TRUE,FALSE,"rm","00-jan-00",1,"scan",NA,100,FALSE,"subadult wildebeast carcass","lions fighting over carcass","talek","k",1996-07-14,"06:46:00","07:25:00",1996,1,"f","r","ua",NA,"1","1",1994-03-23,NA,NA,1996-09-12,"dls","inferred dead",1993-07-07,NA,"talek",1994-07-27,NA,NA,36.2,"adult","low","low","positive",1994-08-27,13.7,"subadult","after","1"
"242",5117,"t9888",2,TRUE,FALSE,"pf","00-jan-00",1,"fd",NA,80,FALSE,"subadult wildebeast carcass scraps","lions are oos in bushes","talek","k",1996-07-14,"06:46:00","07:25:00",1996,2,"m","r","bail",NA,"0",NA,1996-02-14,NA,NA,1996-07-28,"dead","humans",1995-05-20,NA,"talek",1996-07-01,NA,NA,13.8,"subadult","low","low","negative",1996-06-21,13.1,"subadult","after","0"
"243",5144,"t77681",2,TRUE,FALSE,"tilt","00-jan-00",1,"dist","lion",50,FALSE,NA,NA,"talek","k",2012-07-12,"06:42:00","07:24:00",2012,3,"f","r","ffl",NA,"1","1",2009-05-04,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-07-20,NA,"talek",2009-08-27,NA,NA,47.7,"adult","hi","hi","positive",2012-05-22,46.1,"adult","after","1"
"244",5172,"t77286",2,TRUE,FALSE,"hex","00-jan-00",1,"app","lion",3,FALSE,NA,NA,"talek","k",2012-06-18,"05:52:00","06:43:00",2012,1,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,111.5,"adult","hi","hi","doubtful",2012-06-09,111.2,"adult","after","0"
"245",5203,"t78815",2,FALSE,FALSE,"atac","00-jan-00",1,"app squeals bo","lions",1,FALSE,NA,NA,"talek","o",2012-10-03,"06:09:00","07:45:00",2012,18,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,43.6,"adult","hi","hi","positive",2012-06-13,39.9,"adult","after","1"
"246",5205,"t78815",2,FALSE,FALSE,"amaz","00-jan-00",2,"mob","lions",1,FALSE,NA,"brt app","talek","o",2012-10-03,"06:09:00","07:45:00",2012,19,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,43.6,"adult","hi","hi","positive",2012-06-16,40,"adult","after","1"
"247",5206,"t78815",2,FALSE,FALSE,"hel","00-jan-00",2,"mob","lions",1,FALSE,NA,"brt app","talek","o",2012-10-03,"06:09:00","07:45:00",2012,23,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,80,"adult","hi","hi","positive",2012-05-06,75.1,"adult","after","1"
"248",5214,"t78815",2,FALSE,FALSE,"pant","00-jan-00",1,"mob","lions",1,FALSE,NA,NA,"talek","o",2012-10-03,"06:09:00","07:45:00",2012,18,"m","r","hel",NA,"1","2",2011-06-13,NA,NA,NA,NA,NA,2010-12-21,NA,"talek",2011-09-20,NA,NA,21.4,"subadult","hi","hi","positive",2013-05-23,29,"adult","before","1"
"249",5273,"t84930",3,TRUE,FALSE,"baez","00-jan-00",10,"mob",NA,30,FALSE,NA,"lion ignores","talek","k",2013-12-22,"07:10:00","08:28:00",2013,2,"f","r","bail",NA,"1","1",2005-07-02,NA,NA,NA,NA,NA,2004-10-16,NA,"talek",2005-08-05,NA,NA,110.2,"adult","hi","hi","positive",2012-05-19,91.1,"adult","after","1"
"250",5275,"t84930",3,TRUE,FALSE,"buar","00-jan-00",10,"mob",NA,30,FALSE,NA,"lion ignores","talek","k",2013-12-22,"07:10:00","08:28:00",2013,4,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,48.1,"adult","hi","hi","positive",2012-05-26,29.2,"adult","after","1"
"251",5276,"t84930",3,TRUE,FALSE,"ali","00-jan-00",10,"mob",NA,30,FALSE,NA,"lion ignores","talek","k",2013-12-22,"07:10:00","08:28:00",2013,3,"f","r","bb","mike","1","1",1998-08-18,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",1997-08-04,NA,"talek",1998-06-21,NA,NA,196.6,"adult","hi","low","doubtful",1999-04-26,20.7,"subadult","after","0"
"252",5277,"t84930",3,TRUE,FALSE,"brgr","00-jan-00",10,"mob",NA,30,FALSE,NA,"lion ignores","talek","k",2013-12-22,"07:10:00","08:28:00",2013,4,"f","r","cen",NA,"1","1",2012-09-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2011-10-30,NA,"talek",2012-12-11,NA,NA,25.8,"adult","hi","hi","positive",2013-05-28,18.9,"subadult","after","1"
"253",5280,"t84930",3,TRUE,FALSE,"pant","00-jan-00",10,"mob",NA,30,FALSE,NA,"lion ignores","talek","k",2013-12-22,"07:10:00","08:28:00",2013,1,"m","r","hel",NA,"1","2",2011-06-13,NA,NA,NA,NA,NA,2010-12-21,NA,"talek",2011-09-20,NA,NA,36,"adult","hi","hi","positive",2013-05-23,29,"adult","after","1"
"254",5289,"t84930",3,TRUE,FALSE,"twst","00-jan-00",2,"mob","lion",30,FALSE,NA,NA,"talek","k",2013-12-22,"07:10:00","08:28:00",2013,2,"f","r","adon",NA,"0",NA,2011-11-19,NA,NA,2018-03-30,"dls","double check: alive but with disappeared date",2011-03-03,NA,"talek",2012-05-30,NA,NA,33.7,"adult","hi","hi","negative",2012-05-07,14.2,"subadult","after","0"
"255",5362,"t78815",2,FALSE,FALSE,"mgta","00-jan-00",3,"mob","lions",1,FALSE,NA,"coal brt t1 app pt","talek","o",2012-10-03,"06:09:00","07:45:00",2012,17,"f","r","mos",NA,"1","1",2009-08-05,NA,NA,2019-05-30,"dls",NA,2009-01-10,NA,"talek",2009-10-09,NA,NA,44.7,"adult","hi","hi","doubtful",2012-04-11,39,"adult","after","0"
"256",5363,"t82236",2,TRUE,FALSE,"gsmk","00-jan-00",1,"dist",NA,10,FALSE,NA,NA,"talek","k",2013-05-08,"18:27:00","19:05:00",2013,2,"f","r","sbl",NA,"1","2",2012-07-18,NA,NA,2013-08-17,"dls","inferred dead",2011-12-02,NA,"talek",2012-10-13,NA,NA,17.2,"subadult","hi","hi","positive",2013-05-24,17.7,"subadult","before","1"
